,SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
0,Cn1c(N)nc2cc(Cc3ccccc3)ccc21,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,0.6268656716417911,2.873671531677246,sim,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0000,0.425,0.425
1,N#Cc1cc(Cc2ccccc2)cc2[nH]c(N)nc12,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,0.6231884057971014,3.2608487606048584,sim,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0001,0.4268292682926829,0.4268292682926829
3,Cn1c(N)nc2cc(C(=O)c3ccccc3)cc(C#N)c21,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,0.6571428571428571,3.9337000846862793,sim,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0002,0.5512820512820513,0.5512820512820513
4,N#Cc1cc(Cc2ccccc2)cc2nc[nH]c12,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,0.5942028985507246,4.022577285766602,sim,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0003,0.4024390243902439,0.4024390243902439
5,Cn1c(N)nc2cc(Cc3cccnc3)cc(C#N)c21,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,0.7272727272727273,4.149991035461426,sim,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccncc1', 231698)]",c1ccc2[nH]cnc2c1,43841,MOL0004,0.6081081081081081,0.6081081081081081
6,Cn1c(N)nc2cc(NCc3ccccc3)cc(C#N)c21,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,0.746268656716418,4.164686679840088,sim,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0005,0.5844155844155844,0.5844155844155844
7,Cn1c(N)nc2cc(Cc3ccccn3)cc(C#N)c21,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,0.7014925373134329,4.363502502441406,sim,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccncc1', 231698)]",c1ccc2[nH]cnc2c1,43841,MOL0006,0.6527777777777778,0.6527777777777778
8,Cn1c(N)nc2cc(Nc3ccccc3)cc(C#N)c21,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,0.6764705882352942,4.592996120452881,sim,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0007,0.5657894736842105,0.5657894736842105
9,COc1cccc(Cc2cc(C#N)c3c(c2)nc(N)n3C)c1,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,0.7,4.63239336013794,sim,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0008,0.6103896103896104,0.6103896103896104
10,N#Cc1cc(Cc2ccccc2)cc2[nH]ncc12,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,0.5492957746478874,4.687874794006348,sim,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,"[('c1ccc2[nH]ncc2c1', 15260), ('c1ccccc1', 2260082)]",c1ccc2[nH]ncc2c1,15260,MOL0009,0.36904761904761907,0.36904761904761907
11,N#Cc1cc(Cc2ccccc2)cc2nc(N)[nH]c12,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,0.6716417910447762,4.731264591217041,sim,Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0010,0.4625,0.4625
