,SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
0,Cn1c(N)nc2cc(CCc3ccccc3)cc(C#N)c21,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,0.7123287671232876,2.195873975753784,sim,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0000,0.6266666666666667,0.6266666666666667
1,COc1cccc(CCc2cc(C#N)c3c(c2)nc(N)n3C)c1,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,0.625,3.3293378353118896,sim,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0001,0.5487804878048781,0.5487804878048781
2,Cn1c(N)nc2cc(CCc3ccc(Cl)cc3)cc(C#N)c21,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,0.6282051282051282,3.404047966003418,sim,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0002,0.55,0.55
3,Cn1c(N)nc2cc(/C=C/c3ccccc3)cc(C#N)c21,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,0.524390243902439,3.4152002334594727,sim,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0003,0.5443037974683544,0.5443037974683544
4,Cn1c(N)nc2cc(NCc3ccccc3)cc(C#N)c21,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,0.5625,3.605448246002197,sim,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0004,0.5844155844155844,0.5844155844155844
5,COc1ccccc1CCc1cc(C#N)c2c(c1)nc(N)n2C,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,0.7567567567567568,3.63727617263794,sim,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0005,0.6493506493506493,0.6493506493506493
6,Cn1c(N)nc2cc(COc3ccccc3)cc(C#N)c21,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,0.6025641025641025,3.678804397583008,sim,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0006,0.6266666666666667,0.6266666666666667
7,Cn1c(N)nc2cc(C#Cc3ccccc3)cc(C#N)c21,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,0.5432098765432098,3.775954246520996,sim,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0007,0.5641025641025641,0.5641025641025641
8,Cn1c(N)nc2cc(COc3cccc(F)c3)cc(C#N)c21,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,0.5487804878048781,3.832258701324463,sim,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0008,0.569620253164557,0.569620253164557
9,Cc1ccc(CCc2cc(C#N)c3c(c2)nc(N)n3C)cc1,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,0.6282051282051282,3.86658239364624,sim,Cn1c(N)nc2cc(CCc3ccccc3C#N)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0009,0.55,0.55
