SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
Cn1c(N)nc2cccc(C#N)c21,Cn1c(N)nc2cccc(Cl)c21,0.6428571428571429,5.7452778816223145,highsim,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0037,0.48484848484848486,0.48484848484848486
CCc1cccc2nc(N)n(C)c12,Cn1c(N)nc2cccc(Cl)c21,0.6428571428571429,4.3606038093566895,highsim,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0031,0.38028169014084506,0.38028169014084506
Cn1c(N)nc2cccc(CO)c21,Cn1c(N)nc2cccc(Cl)c21,0.6428571428571429,5.498364448547363,highsim,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0034,0.38028169014084506,0.38028169014084506
Cn1c(N)nc2ccccc21,Cn1c(N)nc2cccc(Cl)c21,0.5238095238095238,2.7088334560394287,sim,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0003,0.36764705882352944,0.36764705882352944
Cc1cccc2nc(N)n(C)c12,Cn1c(N)nc2cccc(Cl)c21,0.6923076923076923,4.457658290863037,sim,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0016,0.35714285714285715,0.35714285714285715
Cn1c(N)nc2cccc(F)c21,Cn1c(N)nc2cccc(Cl)c21,0.6923076923076923,1.3884718418121338,highsim,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0028,0.35714285714285715,0.35714285714285715
Cn1c(N)nc2cccc(Cl)c21,Cn1c(N)nc2cccc(Cl)c21,1.0,3.2918832302093506,sim,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0004,0.3380281690140845,0.3380281690140845
Cn1c(N)nc2cccc(Br)c21,Cn1c(N)nc2cccc(Cl)c21,0.6923076923076923,1.7518930435180664,highsim,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0029,0.3380281690140845,0.3380281690140845
Cn1c(N)nc2cccc(O)c21,Cn1c(N)nc2cccc(Cl)c21,0.6923076923076923,4.248433589935303,highsim,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0030,0.3380281690140845,0.3380281690140845
Cn1c(N)nc2cc(Cl)cc(Cl)c21,Cn1c(N)nc2cccc(Cl)c21,0.5454545454545454,3.1737711429595947,mmp,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0067,0.3287671232876712,0.3287671232876712
