SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
Cn1c(N)nc2cccc(C#N)c21,Cn1c(N)nc2cccc(CO)c21,0.6,4.119155406951904,highsim,Cn1c(N)nc2cccc(CO)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0035,0.48484848484848486,0.48484848484848486
Cn1c(N)nc2cccc(C#N)c21,Cc1cccc2nc(N)n(C)c12,0.6428571428571429,5.394767761230469,highsim,Cc1cccc2nc(N)n(C)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0034,0.48484848484848486,0.48484848484848486
Cn1c(N)nc2cccc(C#N)c21,Cn1c(N)nc2cccc(F)c21,0.6428571428571429,4.031088829040527,highsim,Cn1c(N)nc2cccc(F)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0030,0.48484848484848486,0.48484848484848486
Cn1c(N)nc2cccc(C#N)c21,Cn1c(N)nc2cccc(Cl)c21,0.6428571428571429,5.7452778816223145,highsim,Cn1c(N)nc2cccc(Cl)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0036,0.48484848484848486,0.48484848484848486
Cn1c(N)nc2cccc(C#N)c21,Cn1c(N)nc2cccc(Br)c21,0.6428571428571429,5.954165458679199,highsim,Cn1c(N)nc2cccc(Br)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0033,0.48484848484848486,0.48484848484848486
Cn1c(N)nc2cccc(C#N)c21,Cn1c(N)nc2cccc(O)c21,0.6136363636363636,5.51655387878418,highsim,Cn1c(N)nc2cccc(O)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0034,0.48484848484848486,0.48484848484848486
Cn1c(N)nc2cc(F)cc(C#N)c21,Cn1c(N)nc2cccc(C#N)c21,0.574468085106383,4.359153270721436,medsim,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0027,0.47058823529411764,0.47058823529411764
N#Cc1cccc2nc(N)n(Cc3ccccc3)c12,Cn1c(N)nc2cccc(C#N)c21,0.4918032786885246,4.309243202209473,medsim,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0026,0.4268292682926829,0.4268292682926829
Cn1c(N)nc2cc(C(F)(F)F)cc(C#N)c21,Cn1c(N)nc2cccc(C#N)c21,0.5,4.565415859222412,sim,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0018,0.4266666666666667,0.4266666666666667
Cn1c(C#N)nc2cccc(C#N)c21,Cn1c(N)nc2cccc(C#N)c21,0.6666666666666666,2.908895969390869,mmp,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0068,0.4225352112676056,0.4225352112676056
