SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,Cn1c(N)nc2cc(CCc3ccccc3)cc(C#N)c21,0.828125,2.120445489883423,highsim,Cn1c(N)nc2cc(CCc3ccccc3)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0033,0.7,0.7
Cn1c(N)nc2cc(Cc3ccccc3)cc(C#N)c21,Cn1c(N)nc2cc(CO)cc(C#N)c21,0.5806451612903226,4.852935791015625,medsim,Cn1c(N)nc2cc(CO)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0026,0.7,0.7
Cn1c(N)nc2cc(CCc3ccccc3Cl)cc(C#N)c21,Cn1c(N)nc2cc(CCc3ccccc3)cc(C#N)c21,0.7428571428571429,2.918823003768921,mmp,Cn1c(N)nc2cc(CCc3ccccc3)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0064,0.6756756756756757,0.6756756756756757
N#Cc1ccccc1Cn1c(N)nc2cc(Cl)cc(C#N)c21,N#Cc1ccccc1Cn1c(N)nc2cc(F)cc(C#N)c21,0.8235294117647058,4.615623474121094,highsim,N#Cc1ccccc1Cn1c(N)nc2cc(F)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0035,0.6533333333333333,0.6533333333333333
COc1ccccc1CCc1cc(C#N)c2c(c1)nc(N)n2C,Cn1c(N)nc2cc(CCc3ccccc3)cc(C#N)c21,0.7123287671232876,4.532098770141602,medsim,Cn1c(N)nc2cc(CCc3ccccc3)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0025,0.6493506493506493,0.6493506493506493
Cn1c(N)nc2cc(COc3ccccc3)cc(C#N)c21,Cn1c(N)nc2cc(CCc3ccccc3)cc(C#N)c21,0.7142857142857143,3.831067323684693,sim,Cn1c(N)nc2cc(CCc3ccccc3)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0004,0.6266666666666667,0.6266666666666667
Cn1c(N)nc2cc(CNc3ccccc3)cc(C#N)c21,Cn1c(N)nc2cc(CCc3ccccc3)cc(C#N)c21,0.7142857142857143,3.061016321182251,medsim,Cn1c(N)nc2cc(CCc3ccccc3)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0020,0.6266666666666667,0.6266666666666667
Cn1c(N)nc2cc(CCc3ccccc3)cc(C#N)c21,CCc1cc(C#N)c2c(c1)nc(N)n2C,0.5538461538461539,4.645380020141602,sim,CCc1cc(C#N)c2c(c1)nc(N)n2C,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0014,0.6266666666666667,0.6266666666666667
Cn1c(N)nc2cc(CNc3ccccc3)cc(C#N)c21,Cn1c(N)nc2cc(CO)cc(C#N)c21,0.5538461538461539,4.693704605102539,medsim,Cn1c(N)nc2cc(CO)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0024,0.6266666666666667,0.6266666666666667
Cn1c(N)nc2cc(CCc3ccccc3)cc(C#N)c21,CCc1cc(C#N)c2c(c1)nc(N)n2C,0.5538461538461539,4.645380020141602,sim,CCc1cc(C#N)c2c(c1)nc(N)n2C,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0014,0.6266666666666667,0.6266666666666667
