,SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
0,Cn1c(N)nc2ccccc21,Cn1c(N)nc2cccc(C#N)c21,0.4888888888888889,2.550289392471313,sim,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0000,0.36764705882352944,0.36764705882352944
1,Cn1c(N)nc2cccc(Cl)c21,Cn1c(N)nc2cccc(C#N)c21,0.6428571428571429,3.214471340179444,sim,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0001,0.3380281690140845,0.3380281690140845
2,Cn1c(N)nc2cc(Cl)ccc21,Cn1c(N)nc2cccc(C#N)c21,0.4375,3.23573637008667,sim,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0002,0.3013698630136986,0.3013698630136986
3,Cn1c(N)nc2cc(C(F)(F)F)ccc21,Cn1c(N)nc2cccc(C#N)c21,0.3818181818181818,3.4161884784698486,sim,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0003,0.275,0.275
4,Cn1c(N)nc2ccc(Cl)cc21,Cn1c(N)nc2cccc(C#N)c21,0.4375,3.636909723281861,sim,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0004,0.3013698630136986,0.3013698630136986
5,Cn1c(N)nc2c(C#N)cccc21,Cn1c(N)nc2cccc(C#N)c21,0.6363636363636364,3.6775307655334473,sim,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0005,0.38028169014084506,0.38028169014084506
6,Cn1c(N)nc2cc(C(N)=O)ccc21,Cn1c(N)nc2cccc(C#N)c21,0.3962264150943396,3.729734182357788,sim,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0006,0.28205128205128205,0.28205128205128205
7,Cn1c(N)nc2cc(F)ccc21,Cn1c(N)nc2cccc(C#N)c21,0.4375,3.899373769760132,sim,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0007,0.3013698630136986,0.3013698630136986
8,Cc1cccc2nc(N)n(C)c12,Cn1c(N)nc2cccc(C#N)c21,0.6428571428571429,4.065225601196289,sim,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0008,0.35714285714285715,0.35714285714285715
9,Cn1c(N)nc2cc(C#N)ccc21,Cn1c(N)nc2cccc(C#N)c21,0.5319148936170213,4.089253902435303,sim,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0009,0.3611111111111111,0.3611111111111111
10,Cn1c(N)nc2cc(Br)ccc21,Cn1c(N)nc2cccc(C#N)c21,0.4375,4.136187076568604,sim,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0010,0.3013698630136986,0.3013698630136986
11,CCn1c(N)nc2cccc(C#N)c21,Cn1c(N)nc2cccc(C#N)c21,0.7045454545454546,4.204989910125732,sim,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0011,0.3835616438356164,0.3835616438356164
12,COc1cccc2nc(N)n(C)c12,Cn1c(N)nc2cccc(C#N)c21,0.6,4.225527763366699,sim,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0012,0.32432432432432434,0.32432432432432434
