SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
Cn1c(N)nc2cc(C#N)cc(C#N)c21,Cn1c(N)nc2cc(F)cc(C#N)c21,0.6808510638297872,4.372992038726807,highsim,Cn1c(N)nc2cc(F)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0035,0.5373134328358209,0.5373134328358209
CCc1cc(C#N)c2c(c1)nc(N)n2C,Cn1c(N)nc2cc(F)cc(C#N)c21,0.6808510638297872,5.093477725982666,highsim,Cn1c(N)nc2cc(F)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0039,0.5373134328358209,0.5373134328358209
N#Cc1cc(F)cc2nc(N)n(Cc3ccccc3)c12,Cn1c(N)nc2cc(F)cc(C#N)c21,0.5079365079365079,6.006862640380859,sim,Cn1c(N)nc2cc(F)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0017,0.4875,0.4875
Cc1ccccc1Cn1c(N)nc2cccc(C#N)c21,N#Cc1cccc2nc(N)n(Cc3ccccc3)c12,0.7230769230769231,4.741852760314941,highsim,N#Cc1cccc2nc(N)n(Cc3ccccc3)c12,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccccc1', 2260082)]",c1ccc2[nH]cnc2c1,43841,MOL0046,0.4875,0.4875
Cn1c(N)nc2cccc(C#N)c21,Cn1c(N)nc2cc(F)cc(C#N)c21,0.574468085106383,3.3286588191986084,sim,Cn1c(N)nc2cc(F)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0000,0.48484848484848486,0.48484848484848486
Cn1c(N)nc2cccc(C#N)c21,N#Cc1cccc2nc(N)n(Cc3ccccc3)c12,0.4918032786885246,4.249026298522949,sim,N#Cc1cccc2nc(N)n(Cc3ccccc3)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0005,0.48484848484848486,0.48484848484848486
Cn1c(N)nc2cccc(C#N)c21,Cn1c(N)nc2cc(C(F)(F)F)cc(C#N)c21,0.5,2.85781478881836,mmp,Cn1c(N)nc2cc(C(F)(F)F)cc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0077,0.48484848484848486,0.48484848484848486
Cn1c(N)nc2cccc(C#N)c21,Cn1c(C#N)nc2cccc(C#N)c21,0.6666666666666666,4.194629669189453,mmp,Cn1c(C#N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0076,0.48484848484848486,0.48484848484848486
Cn1c(N)nc2cc(F)cc(C#N)c21,Cn1c(N)nc2cccc(C#N)c21,0.574468085106383,4.359153270721436,medsim,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0027,0.47058823529411764,0.47058823529411764
Cn1c(N)nc2cc(F)cc(C#N)c21,Cn1c(N)nc2cccc(C#N)c21,0.574468085106383,4.359153270721436,medsim,Cn1c(N)nc2cccc(C#N)c21,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,MOL0027,0.47058823529411764,0.47058823529411764
