SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
O=c1[nH]nc(-c2cc(-c3ccccc3)cc(N3CCCC3)n2)[nH]1,O=c1[nH]nc(-c2cc(-c3ccccc3)ccn2)[nH]1,,6.431367874145508,mmp,O=c1[nH]nc(-c2cc(-c3ccccc3)ccn2)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0077,0.4158415841584158,0.4158415841584158
O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,O=C(O)c1ccccc1-c1n[nH]c(=O)[nH]1,0.6166666666666667,5.330270767211914,medsim,O=C(O)c1ccccc1-c1n[nH]c(=O)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0028,0.3978494623655914,0.3978494623655914
O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,O=C(O)c1ccccc1-c1n[nH]c(=O)[nH]1,0.6166666666666667,5.330270767211914,medsim,O=C(O)c1ccccc1-c1n[nH]c(=O)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0028,0.3978494623655914,0.3978494623655914
O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)C1CC1,O=C(O)c1ccccc1-c1n[nH]c(=O)[nH]1,0.6981132075471698,4.956911087036133,highsim,O=C(O)c1ccccc1-c1n[nH]c(=O)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CC1', 70914), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0037,0.3977272727272727,0.3977272727272727
O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)C1CC1,O=C(O)c1ccccc1-c1n[nH]c(=O)[nH]1,0.6981132075471698,4.956911087036133,highsim,O=C(O)c1ccccc1-c1n[nH]c(=O)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CC1', 70914), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0037,0.3977272727272727,0.3977272727272727
N[C@H]1CCN(c2ccccc2-c2n[nH]c(=O)[nH]2)C1,O=c1[nH]nc(-c2ccccc2N2CCCC2)[nH]1,0.6721311475409836,5.535601615905762,highsim,O=c1[nH]nc(-c2ccccc2N2CCCC2)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0040,0.3956043956043956,0.3956043956043956
C[C@H]1CCCN1c1ccccc1-c1n[nH]c(=O)[nH]1,O=c1[nH]nc(-c2ccccc2N2CCCC2)[nH]1,0.5254237288135594,4.281508922576904,scaffold,O=c1[nH]nc(-c2ccccc2N2CCCC2)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0049,0.3956043956043956,0.3956043956043956
COc1ccccc1-c1ccnc(-c2n[nH]c(=O)[nH]2)c1,O=c1[nH]nc(-c2cc(-c3ccccc3)ccn2)[nH]1,0.6818181818181818,3.726030826568604,highsim,O=c1[nH]nc(-c2cc(-c3ccccc3)ccn2)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0045,0.3854166666666667,0.3854166666666667
O=c1[nH]nc(-c2ccccc2N2CCC(O)CC2)[nH]1,O=c1[nH]nc(-c2ccccc2N2CCCC2)[nH]1,0.7213114754098361,3.1141934394836426,highsim,O=c1[nH]nc(-c2ccccc2N2CCCC2)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNCC1', 174309), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0029,0.3829787234042553,0.3829787234042553
CC1CCCN(c2ccccc2-c2n[nH]c(=O)[nH]2)C1,O=c1[nH]nc(-c2ccccc2N2CCCC2)[nH]1,0.7213114754098361,4.38190221786499,highsim,O=c1[nH]nc(-c2ccccc2N2CCCC2)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNCC1', 174309), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0035,0.3829787234042553,0.3829787234042553
