SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,0.696969696969697,5.013038635253906,medsim,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0029,0.45054945054945056,0.45054945054945056
O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](F)C1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,0.6,3.942186117172241,genscaffold,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0067,0.45054945054945056,0.45054945054945056
O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@@H](F)C1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,,4.2414140701293945,genscaffold,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0068,0.45054945054945056,0.45054945054945056
O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCC(O)C1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,0.696969696969697,4.647473335266113,genscaffold,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0070,0.45054945054945056,0.45054945054945056
O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,0.696969696969697,5.013038635253906,medsim,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0029,0.45054945054945056,0.45054945054945056
O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](F)C1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,0.6,3.942186117172241,genscaffold,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0067,0.45054945054945056,0.45054945054945056
O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@@H](F)C1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,,4.2414140701293945,genscaffold,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0068,0.45054945054945056,0.45054945054945056
O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCC(O)C1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,0.696969696969697,4.647473335266113,genscaffold,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0070,0.45054945054945056,0.45054945054945056
CC1CCN(c2cc(-c3ccccc3)cc(-c3n[nH]c(=O)[nH]3)n2)C1,O=c1[nH]nc(-c2cc(-c3ccccc3)cc(N3CCCC3)n2)[nH]1,,4.630679130554199,scaffold,O=c1[nH]nc(-c2cc(-c3ccccc3)cc(N3CCCC3)n2)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0059,0.45,0.45
O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCC(Oc2ccc(Cl)cc2)CC1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,0.5632183908045977,4.9404616355896,medsim,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCC1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNCC1', 174309), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0027,0.4444444444444444,0.4444444444444444
