,SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
0,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCN(c2ncccn2)CC1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,0.5287356321839081,2.725001573562622,sim,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,"[('O=c1[nH]cn[nH]1', 2131), ('c1cncnc1', 81465), ('C1CNCCN1', 137326), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0000,0.37272727272727274,0.37272727272727274
1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCN(c2ccccc2)CC1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,0.5287356321839081,2.741008758544922,sim,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CNCCN1', 137326), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0001,0.36036036036036034,0.36036036036036034
2,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCC(Cc2ccccc2)CC1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,0.5632183908045977,3.062621116638184,sim,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNCC1', 174309), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0002,0.375,0.375
3,CN1CCN(C(=O)c2ccccc2-c2n[nH]c(=O)[nH]2)CC1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,0.647887323943662,3.1622321605682373,sim,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CNCCN1', 137326), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0003,0.3917525773195876,0.3917525773195876
4,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCC(c2ccccc2)CC1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,0.5833333333333334,3.2404661178588867,sim,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNCC1', 174309), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0004,0.3853211009174312,0.3853211009174312
5,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCCCC1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,0.6666666666666666,3.3093693256378174,sim,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNCC1', 174309), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0005,0.3854166666666667,0.3854166666666667
6,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCN(c2ccccn2)CC1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,0.5287356321839081,3.4791221618652344,sim,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0006,0.37272727272727274,0.37272727272727274
7,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCNCC1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,0.6666666666666666,3.7704882621765137,sim,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CNCCN1', 137326), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0007,0.3854166666666667,0.3854166666666667
8,O=C(NC1CCCC1)c1ccccc1-c1n[nH]c(=O)[nH]1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,0.5753424657534246,4.3531365394592285,sim,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCCC1', 30433), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0008,0.3711340206185567,0.3711340206185567
9,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CCN(c2ccc(Cl)cc2)CC1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,0.5168539325842697,4.373889446258545,sim,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CNCCN1', 137326), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0009,0.36607142857142855,0.36607142857142855
