SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
O=c1[nH]nc(-c2ccccc2O)[nH]1,O=c1[nH]nc(-c2ccccc2)[nH]1,0.6,2.996779680252075,highsim,O=c1[nH]nc([nH]1)c2ccccc2,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0029,0.3493975903614458,0.3493975903614458
Cc1ccccc1-c1n[nH]c(=O)[nH]1,O=c1[nH]nc(-c2ccccc2)[nH]1,0.6,3.59158992767334,highsim,O=c1[nH]nc([nH]1)c2ccccc2,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0030,0.3493975903614458,0.3493975903614458
O=c1[nH]nc(-c2ccccc2)[nH]1,O=c1[nH]nc(-c2ccccc2)[nH]1,1.0,1.6082850694656372,highsim,O=c1[nH]nc([nH]1)c2ccccc2,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0028,0.34146341463414637,0.34146341463414637
O=c1[nH]nc(-c2ccccc2F)[nH]1,O=c1[nH]nc(-c2ccccc2)[nH]1,0.6,4.110012054443359,sim,O=c1[nH]nc([nH]1)c2ccccc2,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0011,0.3333333333333333,0.3333333333333333
O=c1[nH]nc(-c2ccccc2Cl)[nH]1,O=c1[nH]nc(-c2ccccc2)[nH]1,0.6,3.579075336456299,medsim,O=c1[nH]nc([nH]1)c2ccccc2,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0018,0.3333333333333333,0.3333333333333333
O=c1[nH]nc(-c2ccccc2Br)[nH]1,O=c1[nH]nc(-c2ccccc2)[nH]1,0.4117647058823529,4.494689464569092,highsim,O=c1[nH]nc([nH]1)c2ccccc2,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0033,0.3333333333333333,0.3333333333333333
O=c1[nH]nc(-c2ccccc2[N+](=O)[O-])[nH]1,O=c1[nH]nc(-c2ccccc2)[nH]1,0.54,3.9657773971557617,medsim,O=c1[nH]nc([nH]1)c2ccccc2,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0022,0.32954545454545453,0.32954545454545453
O=c1[nH]nc(-c2cccc(-c3ccccc3)c2)[nH]1,O=c1[nH]nc(-c2ccccc2)[nH]1,,4.505645751953125,highsim,O=c1[nH]nc([nH]1)c2ccccc2,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0034,0.31958762886597936,0.31958762886597936
O=c1[nH]nc(-c2cccc(O)c2)[nH]1,O=c1[nH]nc(-c2ccccc2)[nH]1,0.6,3.933382034301758,medsim,O=c1[nH]nc([nH]1)c2ccccc2,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0021,0.3176470588235294,0.3176470588235294
COc1cccc(-c2n[nH]c(=O)[nH]2)c1,O=c1[nH]nc(-c2ccccc2)[nH]1,0.5625,4.210062503814697,genscaffold,O=c1[nH]nc([nH]1)c2ccccc2,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0055,0.3068181818181818,0.3068181818181818
