,SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
0,O=c1[nH]nc(-c2ccc(CO)cc2)[nH]1,O=c1[nH]nc(-c2ccccc2CO)[nH]1,0.5384615384615384,2.8771519660949707,sim,O=c1[nH]nc(-c2ccccc2CO)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0000,0.2777777777777778,0.2777777777777778
1,O=c1[nH]nc(-c2cccc(CO)c2)[nH]1,O=c1[nH]nc(-c2ccccc2CO)[nH]1,0.5686274509803921,3.0894534587860107,sim,O=c1[nH]nc(-c2ccccc2CO)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0001,0.3068181818181818,0.3068181818181818
2,O=c1[nH]nc(-c2ccccc2Cl)[nH]1,O=c1[nH]nc(-c2ccccc2CO)[nH]1,0.6739130434782609,3.23142409324646,sim,O=c1[nH]nc(-c2ccccc2CO)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0002,0.3333333333333333,0.3333333333333333
3,Cc1ccccc1-c1n[nH]c(=O)[nH]1,O=c1[nH]nc(-c2ccccc2CO)[nH]1,0.6739130434782609,3.2567689418792725,sim,O=c1[nH]nc(-c2ccccc2CO)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0003,0.3493975903614458,0.3493975903614458
4,O=c1[nH]nc(-c2ccc(Cl)cc2CO)[nH]1,O=c1[nH]nc(-c2ccccc2CO)[nH]1,0.64,3.4882380962371826,sim,O=c1[nH]nc(-c2ccccc2CO)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0004,0.3146067415730337,0.3146067415730337
5,O=c1[nH]nc(-c2ccccc2F)[nH]1,O=c1[nH]nc(-c2ccccc2CO)[nH]1,0.6739130434782609,3.525166273117065,sim,O=c1[nH]nc(-c2ccccc2CO)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0005,0.3333333333333333,0.3333333333333333
6,O=c1[nH]nc(-c2ccccc2)[nH]1,O=c1[nH]nc(-c2ccccc2CO)[nH]1,0.5625,3.678657770156861,sim,O=c1[nH]nc(-c2ccccc2CO)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0006,0.34146341463414637,0.34146341463414637
7,O=c1[nH]nc(-c2ccccc2[N+](=O)[O-])[nH]1,O=c1[nH]nc(-c2ccccc2CO)[nH]1,0.6078431372549019,3.6801304817199703,sim,O=c1[nH]nc(-c2ccccc2CO)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0007,0.32954545454545453,0.32954545454545453
8,O=c1[nH]nc(-c2cc(Cl)ccc2CO)[nH]1,O=c1[nH]nc(-c2ccccc2CO)[nH]1,0.64,3.681812047958374,sim,O=c1[nH]nc(-c2ccccc2CO)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0008,0.3,0.3
9,COc1ccccc1-c1n[nH]c(=O)[nH]1,O=c1[nH]nc(-c2ccccc2CO)[nH]1,0.6326530612244898,3.792207956314087,sim,O=c1[nH]nc(-c2ccccc2CO)[nH]1,"[('O=c1[nH]cn[nH]1', 2131), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0009,0.3372093023255814,0.3372093023255814
