SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
CO[C@@H]1CCN(C(=O)c2ccccc2-c2n[nH]c(=O)[nH]2)C1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,0.7727272727272727,2.6456100940704346,genscaffold,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0065,0.5,0.5
CO[C@H]1CCN(C(=O)c2ccccc2-c2n[nH]c(=O)[nH]2)C1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,0.7727272727272727,3.610433578491211,genscaffold,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0068,0.5,0.5
CO[C@@H]1CCN(C(=O)c2ccccc2-c2n[nH]c(=O)[nH]2)C1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](F)C1,0.6764705882352942,4.013288497924805,genscaffold,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](F)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0066,0.5,0.5
CO[C@H]1CCN(C(=O)c2ccccc2-c2n[nH]c(=O)[nH]2)C1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](F)C1,0.6052631578947368,4.56641960144043,genscaffold,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](F)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0070,0.5,0.5
CO[C@@H]1CCN(C(=O)c2ccccc2-c2n[nH]c(=O)[nH]2)C1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@@H](F)C1,,3.927591562271118,genscaffold,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@@H](F)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0065,0.5,0.5
CO[C@@H]1CCN(C(=O)c2ccccc2-c2n[nH]c(=O)[nH]2)C1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,0.7727272727272727,2.6456100940704346,genscaffold,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0065,0.5,0.5
CO[C@H]1CCN(C(=O)c2ccccc2-c2n[nH]c(=O)[nH]2)C1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,0.7727272727272727,3.610433578491211,genscaffold,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](O)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0068,0.5,0.5
CO[C@@H]1CCN(C(=O)c2ccccc2-c2n[nH]c(=O)[nH]2)C1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](F)C1,0.6764705882352942,4.013288497924805,genscaffold,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](F)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0066,0.5,0.5
CO[C@H]1CCN(C(=O)c2ccccc2-c2n[nH]c(=O)[nH]2)C1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](F)C1,0.6052631578947368,4.56641960144043,genscaffold,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@H](F)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0070,0.5,0.5
CO[C@@H]1CCN(C(=O)c2ccccc2-c2n[nH]c(=O)[nH]2)C1,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@@H](F)C1,,3.927591562271118,genscaffold,O=C(c1ccccc1-c1n[nH]c(=O)[nH]1)N1CC[C@@H](F)C1,"[('O=c1[nH]cn[nH]1', 2131), ('C1CCNC1', 112428), ('c1ccccc1', 2260082)]",O=c1[nH]cn[nH]1,2131,MOL0065,0.5,0.5
