,SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
1,CC1Oc2ccccc2NC1=O,CC1(C)Oc2ccccc2NC1=O,0.5217391304347826,2.993969678878784,sim,CC1(C)Oc2ccccc2NC1=O,"[('O=C1COc2ccccc2N1', 3381)]",O=C1COc2ccccc2N1,3381,MOL0000,0.2413793103448276,0.2413793103448276
2,CC1(C)Oc2ccc(Cl)cc2NC1=O,CC1(C)Oc2ccccc2NC1=O,0.6086956521739131,3.2602410316467285,sim,CC1(C)Oc2ccccc2NC1=O,"[('O=C1COc2ccccc2N1', 3381)]",O=C1COc2ccccc2N1,3381,MOL0001,0.3333333333333333,0.3333333333333333
3,CC1(C)COc2ccccc2NC1=O,CC1(C)Oc2ccccc2NC1=O,0.6666666666666666,3.284454584121704,sim,CC1(C)Oc2ccccc2NC1=O,"[('O=C1CCOc2ccccc2N1', 195)]",O=C1CCOc2ccccc2N1,195,MOL0002,0.3508771929824561,0.3508771929824561
4,CC1(C)Oc2cc(Cl)ccc2NC1=O,CC1(C)Oc2ccccc2NC1=O,0.6086956521739131,3.400800466537476,sim,CC1(C)Oc2ccccc2NC1=O,"[('O=C1COc2ccccc2N1', 3381)]",O=C1COc2ccccc2N1,3381,MOL0003,0.3333333333333333,0.3333333333333333
5,CCC1(CC)Oc2ccccc2NC1=O,CC1(C)Oc2ccccc2NC1=O,0.625,3.4392507076263428,sim,CC1(C)Oc2ccccc2NC1=O,"[('O=C1COc2ccccc2N1', 3381)]",O=C1COc2ccccc2N1,3381,MOL0004,0.2698412698412698,0.2698412698412698
6,CN1C(=O)C(C)(C)Oc2ccccc21,CC1(C)Oc2ccccc2NC1=O,0.5416666666666666,3.549919843673706,sim,CC1(C)Oc2ccccc2NC1=O,"[('O=C1COc2ccccc2N1', 3381)]",O=C1COc2ccccc2N1,3381,MOL0005,0.288135593220339,0.288135593220339
7,CC1(C)Oc2ccc(Br)cc2NC1=O,CC1(C)Oc2ccccc2NC1=O,0.6086956521739131,3.552849054336548,sim,CC1(C)Oc2ccccc2NC1=O,"[('O=C1COc2ccccc2N1', 3381)]",O=C1COc2ccccc2N1,3381,MOL0006,0.3333333333333333,0.3333333333333333
8,CCC1(C)Oc2ccccc2NC1=O,CC1(C)Oc2ccccc2NC1=O,0.7045454545454546,3.678321838378906,sim,CC1(C)Oc2ccccc2NC1=O,"[('O=C1COc2ccccc2N1', 3381)]",O=C1COc2ccccc2N1,3381,MOL0007,0.3050847457627119,0.3050847457627119
9,C[C@H]1Oc2ccccc2NC1=O,CC1(C)Oc2ccccc2NC1=O,0.5217391304347826,3.786726713180542,sim,CC1(C)Oc2ccccc2NC1=O,"[('O=C1COc2ccccc2N1', 3381)]",O=C1COc2ccccc2N1,3381,MOL0008,0.2413793103448276,0.2413793103448276
10,CC1(C)Oc2cc(F)ccc2NC1=O,CC1(C)Oc2ccccc2NC1=O,0.6086956521739131,3.972496747970581,sim,CC1(C)Oc2ccccc2NC1=O,"[('O=C1COc2ccccc2N1', 3381)]",O=C1COc2ccccc2N1,3381,MOL0009,0.3333333333333333,0.3333333333333333
