,SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
0,O=C1Cc2cc(Cl)ccc2N1,O=C1Cc2ccccc2N1,0.5384615384615384,2.544306993484497,sim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0000,0.23214285714285715,0.23214285714285715
1,O=C1Cc2cc([N+](=O)[O-])ccc2N1,O=C1Cc2ccccc2N1,0.4772727272727273,2.549731969833374,sim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0001,0.23333333333333334,0.23333333333333334
2,O=C1Cc2ccc(Cl)cc2N1,O=C1Cc2ccccc2N1,0.5384615384615384,3.0101449489593506,sim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0002,0.2545454545454545,0.2545454545454545
3,O=C1Cc2cc(Br)ccc2N1,O=C1Cc2ccccc2N1,0.5384615384615384,3.0771100521087646,sim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0003,0.23214285714285715,0.23214285714285715
4,O=C1Cc2ccc([N+](=O)[O-])cc2N1,O=C1Cc2ccccc2N1,0.4772727272727273,3.1503071784973145,sim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0004,0.2542372881355932,0.2542372881355932
5,O=C1Cc2c(Cl)cccc2N1,O=C1Cc2ccccc2N1,0.5,3.239842653274536,sim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0005,0.2777777777777778,0.2777777777777778
7,O=C1Cc2cc(F)ccc2N1,O=C1Cc2ccccc2N1,0.5384615384615384,3.597482442855835,sim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0006,0.23214285714285715,0.23214285714285715
8,O=C1Cc2cccc(Cl)c2N1,O=C1Cc2ccccc2N1,0.5,3.637771844863892,sim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0007,0.3018867924528302,0.3018867924528302
9,O=C1Cc2ccc(Br)cc2N1,O=C1Cc2ccccc2N1,0.5384615384615384,3.661110162734986,sim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0008,0.2545454545454545,0.2545454545454545
10,O=C1Cc2ccc(F)cc2N1,O=C1Cc2ccccc2N1,0.5384615384615384,3.711538314819336,sim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0009,0.2545454545454545,0.2545454545454545
11,Cc1ccc2c(c1)CC(=O)N2,O=C1Cc2ccccc2N1,0.5384615384615384,3.8671414852142334,sim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0010,0.2545454545454545,0.2545454545454545
12,O=C1Cc2cccc(O)c2N1,O=C1Cc2ccccc2N1,0.5,3.933762311935425,sim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0011,0.3269230769230769,0.3269230769230769
13,O=C1Cc2ccc(O)cc2N1,O=C1Cc2ccccc2N1,0.5384615384615384,4.023228168487549,sim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0012,0.2545454545454545,0.2545454545454545
14,O=C1Cc2cccc(Br)c2N1,O=C1Cc2ccccc2N1,0.5,4.081290721893311,sim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0013,0.3018867924528302,0.3018867924528302
15,O=C1Cc2c(Br)cccc2N1,O=C1Cc2ccccc2N1,0.5,4.153084754943848,sim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0014,0.2777777777777778,0.2777777777777778
16,COc1ccc2c(c1)CC(=O)N2,O=C1Cc2ccccc2N1,0.5,4.156509876251221,sim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0015,0.2413793103448276,0.2413793103448276
17,O=C1Cc2cc(-c3ccccc3)ccc2N1,O=C1Cc2ccccc2N1,0.52,4.405110836029053,sim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204), ('c1ccccc1', 2260082)]",O=C1Cc2ccccc2N1,3204,MOL0016,0.19718309859154928,0.19718309859154928
18,O=C1Cc2ccccc2N1Cc1ccccc1,O=C1Cc2ccccc2N1,0.3166666666666666,4.637851715087891,sim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204), ('c1ccccc1', 2260082)]",O=C1Cc2ccccc2N1,3204,MOL0017,0.15789473684210525,0.15789473684210525
19,O=C1Cc2cccc(F)c2N1,O=C1Cc2ccccc2N1,0.5,3.676480531692505,medsim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0018,0.3018867924528302,0.3018867924528302
20,O=C1Cc2ccc(I)cc2N1,O=C1Cc2ccccc2N1,0.5384615384615384,3.73974609375,medsim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0019,0.2545454545454545,0.2545454545454545
21,COc1ccc2c(c1)NC(=O)C2,O=C1Cc2ccccc2N1,0.5,3.9293036460876474,medsim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0020,0.2631578947368421,0.2631578947368421
22,O=C1Cc2ccccc2N1C(=O)C1CC1,O=C1Cc2ccccc2N1,0.3653846153846153,6.857200622558594,medsim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204), ('C1CC1', 70914)]",O=C1Cc2ccccc2N1,3204,MOL0021,0.15942028985507245,0.15942028985507245
23,O=C1CCc2ccccc2N1,O=C1Cc2ccccc2N1,0.6944444444444444,0.6486191153526306,highsim,O=C1Cc2ccccc2N1,"[('O=C1CCc2ccccc2N1', 2066)]",O=C1CCc2ccccc2N1,2066,MOL0022,0.22807017543859648,0.22807017543859648
24,O=C1CCCc2ccccc2N1,O=C1Cc2ccccc2N1,0.6410256410256411,3.843864917755127,highsim,O=C1Cc2ccccc2N1,"[('O=C1CCCc2ccccc2N1', 873)]",O=C1CCCc2ccccc2N1,873,MOL0023,0.21666666666666667,0.21666666666666667
25,O=C1CSc2ccccc2N1,O=C1Cc2ccccc2N1,0.5641025641025641,4.364386081695557,highsim,O=C1Cc2ccccc2N1,"[('O=C1CSc2ccccc2N1', 1031)]",O=C1CSc2ccccc2N1,1031,MOL0024,0.22807017543859648,0.22807017543859648
26,O=C1COc2ccccc2N1,O=C1Cc2ccccc2N1,0.5641025641025641,5.125749588012695,highsim,O=C1Cc2ccccc2N1,"[('O=C1COc2ccccc2N1', 3381)]",O=C1COc2ccccc2N1,3381,MOL0025,0.22807017543859648,0.22807017543859648
27,O=C1CC(=O)c2ccccc2N1,O=C1Cc2ccccc2N1,0.6153846153846154,7.133418560028076,highsim,O=C1Cc2ccccc2N1,"[('O=C1CC(=O)c2ccccc2N1', 109)]",O=C1CC(=O)c2ccccc2N1,109,MOL0026,0.2413793103448276,0.2413793103448276
28,O=c1ccc2ccccc2[nH]1,O=C1Cc2ccccc2N1,0.5384615384615384,8.01570987701416,highsim,O=C1Cc2ccccc2N1,"[('O=c1ccc2ccccc2[nH]1', 5903)]",O=c1ccc2ccccc2[nH]1,5903,MOL0027,0.20689655172413793,0.20689655172413793
29,O=C1CCNc2ccccc21,O=C1Cc2ccccc2N1,0.5263157894736842,8.351431846618652,highsim,O=C1Cc2ccccc2N1,"[('O=C1CCNc2ccccc21', 156)]",O=C1CCNc2ccccc21,156,MOL0028,0.20689655172413793,0.20689655172413793
30,O=C1Nc2ccccc2C1=O,O=C1Cc2ccccc2N1,,8.50045108795166,highsim,O=C1Cc2ccccc2N1,"[('O=C1Nc2ccccc2C1=O', 1675)]",O=C1Nc2ccccc2C1=O,1675,MOL0029,0.2545454545454545,0.2545454545454545
31,O=C1Cc2ccccc2CN1,O=C1Cc2ccccc2N1,0.4634146341463415,8.6052827835083,highsim,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2CN1', 261)]",O=C1Cc2ccccc2CN1,261,MOL0030,0.20689655172413793,0.20689655172413793
32,O=C1Nc2ccccc2C1O,O=C1Cc2ccccc2N1,0.4634146341463415,2.624595880508423,scaffold,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0031,0.23214285714285715,0.23214285714285715
33,Cc1ccc2c(c1)N(O)C(=O)C2,O=C1Cc2ccccc2N1,0.2653061224489796,3.018632650375366,scaffold,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0032,0.22413793103448276,0.22413793103448276
34,CC1(C)Oc2ccccc2NC1=O,O=C1Cc2ccccc2N1,0.4130434782608695,3.053302526473999,scaffold,O=C1Cc2ccccc2N1,"[('O=C1COc2ccccc2N1', 3381)]",O=C1COc2ccccc2N1,3381,MOL0033,0.34545454545454546,0.34545454545454546
35,O=C1Nc2ccc(F)cc2C1O,O=C1Cc2ccccc2N1,0.2653061224489796,3.50435209274292,scaffold,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0034,0.22413793103448276,0.22413793103448276
36,CC1(C)Oc2ccccc2N(O)C1C#N,O=C1Cc2ccccc2N1,0.2068965517241379,3.8332533836364746,scaffold,O=C1Cc2ccccc2N1,"[('c1ccc2c(c1)NCCO2', 2016)]",c1ccc2c(c1)NCCO2,2016,MOL0035,0.19696969696969696,0.19696969696969696
37,O=C1Nc2ccc(Cl)cc2C1O,O=C1Cc2ccccc2N1,0.2653061224489796,3.997116804122925,scaffold,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0036,0.22413793103448276,0.22413793103448276
38,CC1(C)Oc2ccccc2N(O)C1=O,O=C1Cc2ccccc2N1,0.2884615384615384,4.002945423126221,scaffold,O=C1Cc2ccccc2N1,"[('O=C1COc2ccccc2N1', 3381)]",O=C1COc2ccccc2N1,3381,MOL0037,0.26666666666666666,0.26666666666666666
39,Cc1cccc2c1N(O)C(=O)C2,O=C1Cc2ccccc2N1,0.3191489361702128,4.262309551239014,scaffold,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0038,0.24561403508771928,0.24561403508771928
40,COc1ccc2c(c1)C(C)OC2=O,O=C1Cc2ccccc2N1,0.1818181818181818,4.295121192932129,scaffold,O=C1Cc2ccccc2N1,"[('O=C1OCc2ccccc21', 1938)]",O=C1OCc2ccccc21,1938,MOL0039,0.23333333333333334,0.23333333333333334
41,Cc1ccc2c(c1)C(O)C(=O)N2,O=C1Cc2ccccc2N1,0.2653061224489796,4.460531711578369,scaffold,O=C1Cc2ccccc2N1,"[('O=C1Cc2ccccc2N1', 3204)]",O=C1Cc2ccccc2N1,3204,MOL0040,0.24561403508771928,0.24561403508771928
42,O=c1[nH]c2ccncc2[nH]1,O=C1Cc2ccccc2N1,0.2083333333333333,3.163991451263428,genscaffold,O=C1Cc2ccccc2N1,"[('O=c1[nH]c2ccncc2[nH]1', 269)]",O=c1[nH]c2ccncc2[nH]1,269,MOL0041,0.17543859649122806,0.17543859649122806
43,O=c1[nH]c2cccnc2[nH]1,O=C1Cc2ccccc2N1,0.2340425531914893,3.227105140686035,genscaffold,O=C1Cc2ccccc2N1,"[('O=c1[nH]c2cccnc2[nH]1', 654)]",O=c1[nH]c2cccnc2[nH]1,654,MOL0042,0.21818181818181817,0.21818181818181817
44,COc1ccc2[nH]c(=O)[nH]c2n1,O=C1Cc2ccccc2N1,0.1886792452830188,3.3354241847991943,genscaffold,O=C1Cc2ccccc2N1,"[('O=c1[nH]c2cccnc2[nH]1', 654)]",O=c1[nH]c2cccnc2[nH]1,654,MOL0043,0.22033898305084745,0.22033898305084745
45,O=c1[nH]c2ccc(O)nc2[nH]1,O=C1Cc2ccccc2N1,0.2,3.4323315620422363,genscaffold,O=C1Cc2ccccc2N1,"[('O=c1[nH]c2cccnc2[nH]1', 654)]",O=c1[nH]c2cccnc2[nH]1,654,MOL0044,0.21052631578947367,0.21052631578947367
46,O=c1[nH]c2ccccc2[nH]1,O=C1Cc2ccccc2N1,0.3809523809523809,3.6027114391326904,genscaffold,O=C1Cc2ccccc2N1,"[('O=c1[nH]c2ccccc2[nH]1', 2904)]",O=c1[nH]c2ccccc2[nH]1,2904,MOL0045,0.21818181818181817,0.21818181818181817
47,Cc1ccc2[nH]c(=O)[nH]c2c1,O=C1Cc2ccccc2N1,0.2244897959183673,3.8309152126312256,genscaffold,O=C1Cc2ccccc2N1,"[('O=c1[nH]c2ccccc2[nH]1', 2904)]",O=c1[nH]c2ccccc2[nH]1,2904,MOL0046,0.23214285714285715,0.23214285714285715
