SMILES,Input_SMILES,Tanimoto,NLL
CN1C[C@@H](O)[C@H](c2ccccc2)C1=O,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.6,2.973137378692627
CN1C[C@@H](O)[C@@H](c2ccccc2)C1=O,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.6,3.316741704940796
CN1C[C@H](O)[C@@H](c2ccccc2)C1=O,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.6,3.4217259883880615
CN1C[C@@H](O)[C@H](c2cccc(Cl)c2)C1=O,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.5769230769230769,3.7540173530578613
COc1ccc([C@H]2C(=O)N(C)C[C@@H]2O)cc1OC,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.5254237288135594,3.9490089416503906
COc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1OC,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.5254237288135594,4.061923027038574
CN1C[C@@H](O)[C@@H](c2cccc(Cl)c2)C1=O,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.5769230769230769,4.09371280670166
CN1C[C@@H](O)[C@H](c2ccccc2F)C1=O,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.5185185185185185,4.181885719299316
CN1C[C@@H](O)[C@H](c2ccc(-c3ccccc3)cc2)C1=O,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.5555555555555556,4.253926753997803
Cc1ccc([C@H]2C(=O)N(c3ccccc3)C[C@H]2O)cc1,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.5555555555555556,4.273144245147705
CN1C[C@H](O)[C@@H](c2cccc(Cl)c2)C1=O,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.5769230769230769,4.298840045928955
CN1C[C@@H](O)[C@H](c2cccc3ccccc23)C1=O,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.4838709677419355,4.34197473526001
COc1ccc([C@@H]2C(=O)N(C)C[C@H]2O)cc1OC,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.5254237288135594,4.342535495758057
CN1C[C@@H](O)[C@@H](c2ccccc2F)C1=O,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.5185185185185185,4.349645614624023
CN1C[C@@H](O)[C@H](c2cccc([N+](=O)[O-])c2)C1=O,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.5263157894736842,4.439446449279785
CN1C[C@@H](O)[C@@H](c2ccc(-c3ccccc3)cc2)C1=O,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.5555555555555556,4.4674882888793945
CN1C[C@@H](O)[C@H](c2cccc(F)c2)C1=O,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.5769230769230769,4.50670862197876
CN1C[C@@H](O)[C@@H](c2cccc(F)c2)C1=O,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.5769230769230769,4.506995677947998
CN1C[C@@H](O)[C@H](c2cccc(Br)c2)C1=O,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.5769230769230769,4.541334629058838
CN1C[C@H](O)[C@@H](c2cccc([N+](=O)[O-])c2)C1=O,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.5263157894736842,4.601149082183838
CN1C[C@@H](O)[C@@H](c2cccc(Br)c2)C1=O,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.5769230769230769,4.603451728820801
COc1ccc([C@H]2C(=O)N(C)C[C@@H]2O)cc1,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.7346938775510204,4.627346038818359
CN1C[C@@H](O)[C@@H](c2cccc([N+](=O)[O-])c2)C1=O,Cc1ccc([C@H]2C(=O)N(C)C[C@H]2O)cc1,0.5263157894736842,4.637373924255371
