SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
c1ccc(-c2n[nH]c3cc(-c4ccc(N5CCNCC5)cc4)ccc23)cc1,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,0.6781609195402298,5.32165002822876,sim,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,"[('c1ccc2[nH]ncc2c1', 15260), ('C1CNCCN1', 137326), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1ccc2[nH]ncc2c1,15260,MOL0013,0.782608695652174,0.782608695652174
Oc1ccc(-c2ccc3c(-c4ccc(O)cc4)n[nH]c3c2)cc1,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,0.7368421052631579,5.529205799102783,sim,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,"[('c1ccc2[nH]ncc2c1', 15260), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1ccc2[nH]ncc2c1,15260,MOL0015,0.6853932584269663,0.6853932584269663
COc1ccc(-c2ccc3c(-c4ccc(O)cc4)n[nH]c3c2)cc1,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,0.7088607594936709,4.500181674957275,genscaffold,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,"[('c1ccc2[nH]ncc2c1', 15260), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1ccc2[nH]ncc2c1,15260,MOL0075,0.6630434782608695,0.6630434782608695
COc1ccc(-c2n[nH]c3cc(-c4ccc(O)cc4)ccc23)cc1,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,0.7088607594936709,4.728609085083008,genscaffold,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,"[('c1ccc2[nH]ncc2c1', 15260), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1ccc2[nH]ncc2c1,15260,MOL0077,0.6630434782608695,0.6630434782608695
O=C(O)c1ccc(-c2n[nH]c3cc(-c4ccc(O)cc4)ccc23)cc1,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,0.691358024691358,4.447486400604248,sim,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,"[('c1ccc2[nH]ncc2c1', 15260), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1ccc2[nH]ncc2c1,15260,MOL0002,0.648936170212766,0.648936170212766
O=[N+]([O-])c1ccc(-c2n[nH]c3cc(-c4ccc(O)cc4)ccc23)cc1,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,0.691358024691358,5.4035420417785645,highsim,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,"[('c1ccc2[nH]ncc2c1', 15260), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1ccc2[nH]ncc2c1,15260,MOL0051,0.648936170212766,0.648936170212766
c1ccc(-c2n[nH]c3cc(-c4ccc(N5CCOCC5)cc4)ccc23)cc1,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,0.6781609195402298,5.181208610534668,sim,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,"[('c1ccc2[nH]ncc2c1', 15260), ('C1COCCN1', 70960), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1ccc2[nH]ncc2c1,15260,MOL0010,0.6237623762376238,0.6237623762376238
CS(=O)(=O)Nc1ccc(-c2n[nH]c3cc(-c4ccc(O)cc4)ccc23)cc1,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,0.6511627906976745,5.440665245056152,medsim,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,"[('c1ccc2[nH]ncc2c1', 15260), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1ccc2[nH]ncc2c1,15260,MOL0031,0.6161616161616161,0.6161616161616161
Oc1ccc(-c2ccc3c(-c4ccncc4)n[nH]c3c2)cc1,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,0.7567567567567568,4.308699607849121,sim,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,"[('c1ccc2[nH]ncc2c1', 15260), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1ccc2[nH]ncc2c1,15260,MOL0001,0.6086956521739131,0.6086956521739131
Oc1ccc(-c2n[nH]c3cc(-c4ccccc4)ccc23)cc1,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,1.0,3.919318914413452,scaffold,Oc1ccc(-c2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,"[('c1ccc2[nH]ncc2c1', 15260), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1ccc2[nH]ncc2c1,15260,MOL0061,0.6086956521739131,0.6086956521739131
