SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
Cc1nc(N)nc(N2CCCCC2)c1C,CCc1c(C)nc(N)nc1N1CCOCC1,0.4745762711864407,4.037791728973389,medsim,CCc1c(C)nc(N)nc1N2CCOCC2,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0022,0.4444444444444444,0.4444444444444444
CCc1c(C)nc(N)nc1N1CCCCCC1,CCc1c(C)nc(N)nc1N1CCOCC1,0.631578947368421,4.373924732208252,sim,CCc1c(C)nc(N)nc1N2CCOCC2,"[('C1CCCNCC1', 6337), ('c1cncnc1', 81465)]",C1CCCNCC1,6337,MOL0011,0.4264705882352941,0.4264705882352941
CCc1c(C)nc(N)nc1N1CCCCC1,CCc1c(C)nc(N)nc1N1CCOCC1,0.6666666666666666,3.018232107162476,sim,CCc1c(C)nc(N)nc1N2CCOCC2,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0004,0.42424242424242425,0.42424242424242425
CCCc1c(C)nc(N)nc1N1CCCCC1,CCc1c(C)nc(N)nc1N1CCOCC1,0.55,4.776063919067383,medsim,CCc1c(C)nc(N)nc1N2CCOCC2,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0029,0.4057971014492754,0.4057971014492754
Cc1nc(N)nc(N2CCCC2)c1C,CCc1c(C)nc(N)nc1N1CCOCC1,0.5,4.525097846984863,sim,CCc1c(C)nc(N)nc1N2CCOCC2,"[('c1cncnc1', 81465), ('C1CCNC1', 112428)]",c1cncnc1,81465,MOL0014,0.3968253968253968,0.3968253968253968
Cc1cc(N2CCOCC2)nc(N)n1,CCc1c(C)nc(N)nc1N1CCOCC1,0.5454545454545454,4.280802249908447,sim,CCc1c(C)nc(N)nc1N2CCOCC2,"[('C1COCCN1', 70960), ('c1cncnc1', 81465)]",C1COCCN1,70960,MOL0009,0.390625,0.390625
CCc1c(C)nc(N)nc1N1CCCC1,CCc1c(C)nc(N)nc1N1CCOCC1,0.7058823529411765,2.8397469520568848,sim,CCc1c(C)nc(N)nc1N2CCOCC2,"[('c1cncnc1', 81465), ('C1CCNC1', 112428)]",c1cncnc1,81465,MOL0002,0.3787878787878788,0.3787878787878788
CCc1cc(N2CCOCC2)nc(N)n1,CCc1c(C)nc(N)nc1N1CCOCC1,0.5714285714285714,3.13284969329834,scaffold,CCc1c(C)nc(N)nc1N2CCOCC2,"[('C1COCCN1', 70960), ('c1cncnc1', 81465)]",C1COCCN1,70960,MOL0048,0.373134328358209,0.373134328358209
COc1cc(N2CCOCC2)nc(N)n1,CCc1c(C)nc(N)nc1N1CCOCC1,0.4915254237288136,4.724732875823975,scaffold,CCc1c(C)nc(N)nc1N2CCOCC2,"[('C1COCCN1', 70960), ('c1cncnc1', 81465)]",C1COCCN1,70960,MOL0058,0.373134328358209,0.373134328358209
CCCc1c(C)nc(N)nc1N1CCCC1,CCc1c(C)nc(N)nc1N1CCOCC1,0.5789473684210527,4.5064191818237305,sim,CCc1c(C)nc(N)nc1N2CCOCC2,"[('c1cncnc1', 81465), ('C1CCNC1', 112428)]",c1cncnc1,81465,MOL0013,0.36231884057971014,0.36231884057971014
