,SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
0,Cc1nc(N)nc(N2CCOCC2)c1C,CCc1c(C)nc(N)nc1N1CCOCC1,0.74,1.8849033117294312,sim,CCc1c(C)nc(N)nc1N2CCOCC2,"[('C1COCCN1', 70960), ('c1cncnc1', 81465)]",C1COCCN1,70960,MOL0000,0.2638888888888889,0.2638888888888889
1,CCc1c(C)nc(N)nc1N1CCOCC1,CCc1c(C)nc(N)nc1N1CCOCC1,1.0,2.6270008087158203,sim,CCc1c(C)nc(N)nc1N2CCOCC2,"[('C1COCCN1', 70960), ('c1cncnc1', 81465)]",C1COCCN1,70960,MOL0001,0.25333333333333335,0.25333333333333335
2,CCc1c(C)nc(N)nc1N1CCCC1,CCc1c(C)nc(N)nc1N1CCOCC1,0.7058823529411765,2.8397469520568848,sim,CCc1c(C)nc(N)nc1N2CCOCC2,"[('c1cncnc1', 81465), ('C1CCNC1', 112428)]",c1cncnc1,81465,MOL0002,0.3787878787878788,0.3787878787878788
3,CCCc1c(C)nc(N)nc1N1CCOCC1,CCc1c(C)nc(N)nc1N1CCOCC1,0.8235294117647058,2.9384307861328125,sim,CCc1c(C)nc(N)nc1N2CCOCC2,"[('C1COCCN1', 70960), ('c1cncnc1', 81465)]",C1COCCN1,70960,MOL0003,0.24358974358974358,0.24358974358974358
4,CCc1c(C)nc(N)nc1N1CCCCC1,CCc1c(C)nc(N)nc1N1CCOCC1,0.6666666666666666,3.018232107162476,sim,CCc1c(C)nc(N)nc1N2CCOCC2,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0004,0.42424242424242425,0.42424242424242425
5,CCc1c(C)nc(N)nc1N1CCN(C)CC1,CCc1c(C)nc(N)nc1N1CCOCC1,0.6428571428571429,3.773579835891724,sim,CCc1c(C)nc(N)nc1N2CCOCC2,"[('c1cncnc1', 81465), ('C1CNCCN1', 137326)]",c1cncnc1,81465,MOL0005,0.24675324675324675,0.24675324675324675
6,CCCCc1c(C)nc(N)nc1N1CCOCC1,CCc1c(C)nc(N)nc1N1CCOCC1,0.7777777777777778,3.800260543823242,sim,CCc1c(C)nc(N)nc1N2CCOCC2,"[('C1COCCN1', 70960), ('c1cncnc1', 81465)]",C1COCCN1,70960,MOL0006,0.2345679012345679,0.2345679012345679
7,Cc1nc(N)nc(N2CCOCC2)c1C#N,CCc1c(C)nc(N)nc1N1CCOCC1,0.6666666666666666,3.817240715026856,sim,CCc1c(C)nc(N)nc1N2CCOCC2,"[('C1COCCN1', 70960), ('c1cncnc1', 81465)]",C1COCCN1,70960,MOL0007,0.2702702702702703,0.2702702702702703
8,CCc1c(C(C)C)nc(N)nc1N1CCOCC1,CCc1c(C)nc(N)nc1N1CCOCC1,0.7272727272727273,3.8814947605133057,sim,CCc1c(C)nc(N)nc1N2CCOCC2,"[('C1COCCN1', 70960), ('c1cncnc1', 81465)]",C1COCCN1,70960,MOL0008,0.2375,0.2375
9,Cc1cc(N2CCOCC2)nc(N)n1,CCc1c(C)nc(N)nc1N1CCOCC1,0.5454545454545454,4.280802249908447,sim,CCc1c(C)nc(N)nc1N2CCOCC2,"[('C1COCCN1', 70960), ('c1cncnc1', 81465)]",C1COCCN1,70960,MOL0009,0.390625,0.390625
