,SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
0,Cc1cc(N2CCCCC2)nc(N)n1,Cc1nc(N)nc(N2CCCCC2)c1C,0.5769230769230769,1.7299717664718628,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0000,0.6181818181818182,0.6181818181818182
1,CCc1c(C)nc(N)nc1N1CCCCC1,Cc1nc(N)nc(N2CCCCC2)c1C,0.74,3.53303337097168,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0001,0.42424242424242425,0.42424242424242425
2,Cc1cnc(N)nc1N1CCCCC1,Cc1nc(N)nc(N2CCCCC2)c1C,0.6078431372549019,3.5468966960906982,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0002,0.43548387096774194,0.43548387096774194
4,Cc1nc(N)nc(N2CCOCC2)c1C,Cc1nc(N)nc(N2CCCCC2)c1C,0.6470588235294118,3.929537057876587,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('C1COCCN1', 70960), ('c1cncnc1', 81465)]",C1COCCN1,70960,MOL0003,0.2638888888888889,0.2638888888888889
5,Cc1nc(N)nc(N2CCN(C)CC2)c1C,Cc1nc(N)nc(N2CCCCC2)c1C,0.6226415094339622,3.980946063995361,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CNCCN1', 137326)]",c1cncnc1,81465,MOL0004,0.25675675675675674,0.25675675675675674
6,Cc1c(CO)nc(N)nc1N1CCCCC1,Cc1nc(N)nc(N2CCCCC2)c1C,0.7058823529411765,4.102485656738281,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0005,0.42424242424242425,0.42424242424242425
7,Cc1nc(N)nc(N2CCCC2)c1C,Cc1nc(N)nc(N2CCCCC2)c1C,0.9285714285714286,4.106783866882324,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNC1', 112428)]",c1cncnc1,81465,MOL0006,0.3968253968253968,0.3968253968253968
8,Nc1nccc(N2CCCCC2)n1,Cc1nc(N)nc(N2CCCCC2)c1C,0.4545454545454545,4.182684421539307,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0007,0.5,0.5
9,Cc1c(Cl)nc(N)nc1N1CCCCC1,Cc1nc(N)nc(N2CCCCC2)c1C,0.75,4.1986188888549805,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0008,0.4444444444444444,0.4444444444444444
10,Nc1cc(N2CCCCC2)nc(N)n1,Cc1nc(N)nc(N2CCCCC2)c1C,0.5185185185185185,4.217729568481445,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0009,0.6181818181818182,0.6181818181818182
11,Nc1nc(N)c(Cl)c(N2CCCCC2)n1,Cc1nc(N)nc(N2CCCCC2)c1C,0.6153846153846154,4.543203830718994,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0010,0.4444444444444444,0.4444444444444444
12,Cc1nc(N)nc(N2CCNCC2)c1C,Cc1nc(N)nc(N2CCCCC2)c1C,0.6470588235294118,4.636124134063721,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CNCCN1', 137326)]",c1cncnc1,81465,MOL0011,0.2638888888888889,0.2638888888888889
13,CCc1c(C)nc(N)nc1N1CCCC1,Cc1nc(N)nc(N2CCCCC2)c1C,0.68,4.718174457550049,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNC1', 112428)]",c1cncnc1,81465,MOL0012,0.3787878787878788,0.3787878787878788
14,Cc1cc(N2CCCC2)nc(N)n1,Cc1nc(N)nc(N2CCCCC2)c1C,0.5192307692307693,4.80809211730957,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNC1', 112428)]",c1cncnc1,81465,MOL0013,0.5636363636363636,0.5636363636363636
15,Nc1ncc(Cl)c(N2CCCCC2)n1,Cc1nc(N)nc(N2CCCCC2)c1C,0.5471698113207547,4.825357913970947,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0014,0.43548387096774194,0.43548387096774194
16,Nc1nc(Cl)c(Cl)c(N2CCCCC2)n1,Cc1nc(N)nc(N2CCCCC2)c1C,0.6153846153846154,4.988911151885986,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0015,0.4444444444444444,0.4444444444444444
17,Cc1nc(N)nc(N2CCCCCC2)c1C,Cc1nc(N)nc(N2CCCCC2)c1C,0.9333333333333332,5.120193004608154,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('C1CCCNCC1', 6337), ('c1cncnc1', 81465)]",C1CCCNCC1,6337,MOL0016,0.4461538461538462,0.4461538461538462
18,Cc1cc(N)nc(N2CCCCC2)c1,Cc1nc(N)nc(N2CCCCC2)c1C,0.4642857142857143,5.172584056854248,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('C1CCNCC1', 174309), ('c1ccncc1', 231698)]",C1CCNCC1,174309,MOL0017,0.48333333333333334,0.48333333333333334
19,Nc1nc(N)c(Br)c(N2CCCCC2)n1,Cc1nc(N)nc(N2CCCCC2)c1C,0.6153846153846154,5.225468158721924,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0018,0.4444444444444444,0.4444444444444444
20,Cc1cnc(N2CCCCC2)nc1N,Cc1nc(N)nc(N2CCCCC2)c1C,0.4909090909090909,3.8858933448791504,medsim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0019,0.4126984126984127,0.4126984126984127
21,Cc1nc(N)nc(N2CCC[C@H]2C)c1C,Cc1nc(N)nc(N2CCCCC2)c1C,0.5370370370370371,3.9436891078948975,medsim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNC1', 112428)]",c1cncnc1,81465,MOL0020,0.2676056338028169,0.2676056338028169
22,Cc1nc(N)nc(N2CCC[C@@H]2C)c1C,Cc1nc(N)nc(N2CCCCC2)c1C,0.5370370370370371,4.077686786651611,medsim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNC1', 112428)]",c1cncnc1,81465,MOL0021,0.2676056338028169,0.2676056338028169
23,Nc1ncc(Br)c(N2CCCCC2)n1,Cc1nc(N)nc(N2CCCCC2)c1C,0.5471698113207547,4.166884899139404,medsim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0022,0.43548387096774194,0.43548387096774194
24,Nc1ncc(Cl)c(N2CCCC2)n1,Cc1nc(N)nc(N2CCCCC2)c1C,0.490566037735849,4.291854381561279,medsim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNC1', 112428)]",c1cncnc1,81465,MOL0023,0.3870967741935484,0.3870967741935484
25,Nc1ncc(Br)c(N2CCCC2)n1,Cc1nc(N)nc(N2CCCCC2)c1C,0.490566037735849,4.345670223236084,medsim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNC1', 112428)]",c1cncnc1,81465,MOL0024,0.3870967741935484,0.3870967741935484
26,Cc1nc(N)cc(N2CCCC2)n1,Cc1nc(N)nc(N2CCCCC2)c1C,0.4629629629629629,4.64577579498291,medsim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNC1', 112428)]",c1cncnc1,81465,MOL0025,0.4827586206896552,0.4827586206896552
