SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,Name,sim_to_lead,final_score
Nc1nc(NC2CCCCC2)cc(N2CCOCC2)n1,Cc1cc(N2CCOCC2)nc(N)n1,0.5230769230769231,3.631502151489258,mmp,Cc1cc(N2CCOCC2)nc(N)n1,"[('C1COCCN1', 70960), ('C1CCCCC1', 77480), ('c1cncnc1', 81465)]",C1COCCN1,70960,MOL0070,0.6875,0.6875
Nc1nc(NC2CCCCC2)cc(N2CCOCC2)n1,CCc1cc(N2CCOCC2)nc(N)n1,0.5,4.066755294799805,mmp,CCc1cc(N2CCOCC2)nc(N)n1,"[('C1COCCN1', 70960), ('C1CCCCC1', 77480), ('c1cncnc1', 81465)]",C1COCCN1,70960,MOL0066,0.6875,0.6875
Nc1nc(NC2CCCCC2)cc(N2CCOCC2)n1,COc1cc(N2CCOCC2)nc(N)n1,0.5,2.6068785190582275,mmp,COc1cc(N2CCOCC2)nc(N)n1,"[('C1COCCN1', 70960), ('C1CCCCC1', 77480), ('c1cncnc1', 81465)]",C1COCCN1,70960,MOL0067,0.6875,0.6875
Nc1nc(NC2CCCC2)cc(N2CCOCC2)n1,Cc1cc(N2CCOCC2)nc(N)n1,0.5483870967741935,2.757477283477783,mmp,Cc1cc(N2CCOCC2)nc(N)n1,"[('C1CCCC1', 30433), ('C1COCCN1', 70960), ('c1cncnc1', 81465)]",C1CCCC1,30433,MOL0067,0.6666666666666666,0.6666666666666666
Nc1nc(NC2CCCC2)cc(N2CCOCC2)n1,CCc1cc(N2CCOCC2)nc(N)n1,0.5230769230769231,3.094917058944702,mmp,CCc1cc(N2CCOCC2)nc(N)n1,"[('C1CCCC1', 30433), ('C1COCCN1', 70960), ('c1cncnc1', 81465)]",C1CCCC1,30433,MOL0065,0.6666666666666666,0.6666666666666666
Nc1nc(NC2CCCC2)cc(N2CCOCC2)n1,COc1cc(N2CCOCC2)nc(N)n1,0.5230769230769231,1.5922762155532837,mmp,COc1cc(N2CCOCC2)nc(N)n1,"[('C1CCCC1', 30433), ('C1COCCN1', 70960), ('c1cncnc1', 81465)]",C1CCCC1,30433,MOL0066,0.6666666666666666,0.6666666666666666
Nc1nc(NCCO)cc(N2CCCCC2)n1,Cc1nc(N)nc(N2CCCCC2)c1C,0.421875,4.708192825317383,scaffold,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0056,0.6333333333333333,0.6333333333333333
Cc1cc(N2CCCCC2)nc(N)n1,Cc1nc(N)nc(N2CCCCC2)c1C,0.5769230769230769,1.7299717664718628,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0000,0.6181818181818182,0.6181818181818182
Nc1cc(N2CCCCC2)nc(N)n1,Cc1nc(N)nc(N2CCCCC2)c1C,0.5185185185185185,4.217729568481445,sim,Cc1nc(N)nc(N2CCCCC2)c1C,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0009,0.6181818181818182,0.6181818181818182
Cc1cc(N2CCCCC2)nc(N)n1,CCc1c(C)nc(N)nc1N1CCCCCC1,0.5172413793103449,4.390628814697266,medsim,CCc1c(C)nc(N)nc1N1CCCCCC1,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309)]",c1cncnc1,81465,MOL0019,0.6181818181818182,0.6181818181818182
