SMILES,Input_SMILES,Tanimoto,NLL
CCc1c(C)[nH]c(=O)c(C)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.12727272727272726,3.2029941082000732
Cc1cn(C)c(=O)c(C(F)(F)F)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.2692307692307692,3.208197593688965
Cc1cc(C(F)(F)F)c(=O)[nH]c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3617021276595745,3.2477543354034424
CCC(C)c1c[nH]c(=O)c(C)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.26,3.303844928741455
Cc1cc(C)c(=O)[nH]c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.1875,3.307809591293335
CCC(C)(C)c1c[nH]c(=O)c(C)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.32653061224489793,3.4460575580596924
CCCC(C)c1c[nH]c(=O)c(C)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.24528301886792453,3.637367010116577
CCc1cn(C)c(=O)c(C(F)(F)F)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.2545454545454545,3.7212305068969727
Cc1c[nH]c(=O)c(C(F)(F)F)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5121951219512195,4.047976493835449
CCc1cc(C(F)(F)F)c(=O)n(C)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,,4.292201042175293
Cc1cc(C(F)(F)F)[nH]c(=O)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3137254901960784,4.387031555175781
CC(C)(C)c1c[nH]c(=O)cc1C#N,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3617021276595745,4.388364315032959
CCC(C)c1c[nH]c(=O)c(C)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.22641509433962265,4.42153263092041
Cc1cc(C(F)(F)F)c(=O)n(C)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.2037037037037037,4.5649027824401855
CCc1cc(C)[nH]c(=O)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3333333333333333,4.566844940185547
CCC(C)(C)c1c[nH]c(=O)c(C#N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.17647058823529413,4.605934143066406
CCc1cn(C)c(=O)cc1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3076923076923077,4.663873195648193
CCCc1cc(C)[nH]c(=O)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3617021276595745,4.709643840789795
CCc1c(C)[nH]c(=O)c(N(C)C)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.15384615384615385,4.741495132446289
CC(C)(C)c1c[nH]c(=O)c(C(F)(F)F)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.16666666666666666,4.798742771148682
CCc1c(C)[nH]c(=O)c(N)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.11666666666666667,4.816038608551025
CCc1c(C)[nH]c(=O)c(C(C)C)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5,4.845693111419678
CC(C)(C)c1ccc(=O)[nH]c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.16981132075471697,4.86121940612793
CCc1c(C)[nH]c(=O)c(C(F)(F)F)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.11666666666666667,4.885792255401611
CCC(C)(C)c1c[nH]c(=O)cc1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.25,4.899409770965576
Cc1cc(C(F)(F)F)[nH]c(=O)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.2777777777777778,4.904796123504639
Nc1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.22641509433962265,4.91703462600708
Nc1c[nH]c(=O)c(C(F)(F)F)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.37777777777777777,4.933187961578369
CCC(C)(C)c1c[nH]c(=O)c(C)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,1.0,4.940135478973389
Cc1c(C(F)(F)F)c[nH]c(=O)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5897435897435898,4.959511756896973
Cc1[nH]c(=O)c(C(C)(C)C)cc1C#N,Nc1cc(C(F)(F)F)c[nH]c1=O,0.21818181818181817,5.0019121170043945
Nc1[nH]cc(C(F)(F)F)c(=O)c1Cl,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4222222222222222,5.089803695678711
CCc1c[nH]c(=O)c(C(F)(F)F)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.17543859649122806,5.132866382598877
CCc1c(C)c[nH]c(=O)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4222222222222222,5.152409553527832
CC(C)(C)c1c[nH]c(=O)c(C#N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3958333333333333,5.212785720825195
CCc1c[nH]c(=O)c(C(F)(F)F)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.22448979591836735,5.236975193023682
CC(C)c1c[nH]c(=O)c(C(F)(F)F)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5,5.280857086181641
Nc1cc(C(F)(F)F)c(=O)[nH]c1C(F)(F)F,Nc1cc(C(F)(F)F)c[nH]c1=O,0.32653061224489793,5.347573280334473
CC(C)(C)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4772727272727273,5.3754754066467285
CCc1cc(C)[nH]c(=O)c1C#N,Nc1cc(C(F)(F)F)c[nH]c1=O,0.45652173913043476,5.408030033111572
CCC(C)(C)c1c[nH]c(=O)c(C#N)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5121951219512195,5.431768417358398
CCNc1cc(C)[nH]c(=O)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.39215686274509803,5.457771301269531
Cc1c[nH]c(=O)c(C(F)(F)F)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.55,5.46729850769043
Cc1[nH]c(=O)c(C(F)(F)F)cc1N,Nc1cc(C(F)(F)F)c[nH]c1=O,0.16666666666666666,5.472292900085449
CCCc1c(C)[nH]c(=O)c(C)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.20689655172413793,5.490582466125488
O=c1cc(C(F)(F)F)cc[nH]1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.16666666666666666,5.501316547393799
CCNc1[nH]cc(C(F)(F)F)c(=O)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4222222222222222,5.597293853759766
Cc1[nH]c(=O)c(C(C)(C)C)cc1N,Nc1cc(C(F)(F)F)c[nH]c1=O,0.45454545454545453,5.610090732574463
CCCNc1ccc[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.1206896551724138,5.632556915283203
CCCNc1cc(C)[nH]c(=O)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4634146341463415,5.64160680770874
CCc1c(C)[nH]c(=O)c(C(C)(C)O)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.32075471698113206,5.646855354309082
Cc1[nH]c(=O)c(C(F)(F)F)cc1C(F)(F)F,Nc1cc(C(F)(F)F)c[nH]c1=O,0.2549019607843137,5.767513275146484
CCCC(C)c1c[nH]c(=O)c(C)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.16981132075471697,5.792081356048584
Cc1cc(C(C)(C)C)c(=O)[nH]c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.15789473684210525,5.793742656707764
Nc1cc(C(F)(F)F)c(=O)[nH]c1I,Nc1cc(C(F)(F)F)c[nH]c1=O,0.13114754098360656,5.819873332977295
Cc1cc(C)c(=O)[nH]c1N,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3148148148148148,5.821301460266113
CCc1cc(C(C)(C)C)c(=O)n(C)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.19298245614035087,5.8284592628479
CC(F)(F)c1c[nH]c(=O)c(Br)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.18518518518518517,5.845523834228516
CC(C)(C)c1c[nH]c(=O)c(C(C)(C)C)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.45454545454545453,5.863080024719238
Cc1cc(C(F)(F)F)c(N)[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.2391304347826087,5.871059894561768
CCCCc1c[nH]c(=O)c(C)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.15517241379310345,5.885899066925049
CCc1cn(C)c(=O)c(C(C)(C)O)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.47619047619047616,5.8895649909973145
CCc1c(C)[nH]c(=O)c(CC)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3018867924528302,5.915517330169678
CCCCc1cc(C)[nH]c(=O)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4222222222222222,5.933106899261475
Cc1cn(C)c(=O)c(C(F)(F)F)c1Cl,Nc1cc(C(F)(F)F)c[nH]c1=O,0.2549019607843137,5.933237075805664
CNc1cc(C)[nH]c(=O)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.11290322580645161,5.935896396636963
CCCc1c[nH]c(=O)c(C)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.1206896551724138,5.939084053039551
CNc1[nH]c(=O)c(C(F)(F)F)cc1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.15789473684210525,5.981847286224365
CC(F)(F)c1c[nH]c(=O)c(Cl)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.2692307692307692,6.008288860321045
Cc1cc(C(F)(F)F)c(=O)[nH]c1C#N,Nc1cc(C(F)(F)F)c[nH]c1=O,0.17647058823529413,6.035895824432373
Cc1cc(C(F)(F)F)n(C)c(=O)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.2708333333333333,6.084450721740723
CCCC(C)c1c[nH]c(=O)c(C#N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.34,6.084746837615967
CCCCc1cc(C)c(N)[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.47619047619047616,6.1682000160217285
CC(C)c1c[nH]c(=O)c(C(C)C)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.34,6.191783428192139
CCc1c(C)[nH]c(=O)c(C#N)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.32653061224489793,6.207887172698975
CCC(C)(C)c1c[nH]c(=O)cc1C#N,Nc1cc(C(F)(F)F)c[nH]c1=O,,6.217720031738281
CC(C)(C)c1c[nH]c(=O)cc1F,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3333333333333333,6.233998775482178
CCCNc1c[nH]c(=O)c(C(F)(F)F)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.23214285714285715,6.273745536804199
CCC(C)(C)c1cn(C)c(=O)cc1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.2,6.309166431427002
CCc1cn(C)c(=O)c(C(C)(C)C)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.25,6.324680805206299
CCC(F)(F)c1c[nH]c(=O)c(C)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.1206896551724138,6.326287746429443
CCCNc1ccc(C)[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.21428571428571427,6.326876640319824
Cc1cc(C(F)(F)F)c(=O)[nH]c1CN(C)C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.2653061224489796,6.35773229598999
CCCc1c(C)c[nH]c(=O)c1C,Nc1cc(C(F)(F)F)c[nH]c1=O,0.35185185185185186,6.363641262054443
CC(C)(C)c1ccc(C#N)c(=O)[nH]1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.15517241379310345,6.3699235916137695
