SMILES,Input_SMILES,Tanimoto,NLL
CN1CCc2cncnc21,c1ncc2c(n1)NCC2,0.4358974358974359,2.420724391937256
C[C@@H]1Cc2cncnc2N1,c1ncc2c(n1)NCC2,0.47368421052631576,2.7760024070739746
CCCN1CCc2cncnc21,c1ncc2c(n1)NCC2,0.37777777777777777,2.995262622833252
CCN1CCc2cncnc21,c1ncc2c(n1)NCC2,0.40476190476190477,3.0436410903930664
C[C@H]1Cc2cncnc2N1,c1ncc2c(n1)NCC2,0.47368421052631576,3.3472177982330322
Brc1ncnc2c1CCN2,c1ncc2c(n1)NCC2,0.4358974358974359,3.536440372467041
Clc1ncnc2c1CCN2,c1ncc2c(n1)NCC2,0.4358974358974359,3.566642999649048
CC1CNc2nccnc2N1,c1ncc2c(n1)NCC2,0.22916666666666666,3.5937767028808594
C[C@@H]1CNc2cncnc2N1,c1ncc2c(n1)NCC2,0.40476190476190477,3.704468011856079
CCCCN1CCc2cncnc21,c1ncc2c(n1)NCC2,0.3541666666666667,3.84421443939209
CC1Cc2cncnc2N1,c1ncc2c(n1)NCC2,0.47368421052631576,3.8984835147857666
OCCN1CCc2cncnc21,c1ncc2c(n1)NCC2,0.37777777777777777,3.9012882709503174
N[C@H]1Cc2cncnc2N1,c1ncc2c(n1)NCC2,0.47368421052631576,3.9033055305480957
CC(C)N1CCc2cncnc21,c1ncc2c(n1)NCC2,0.38636363636363635,3.9041008949279785
C[C@@H]1CNc2cncnc2CN1,c1ncc2c(n1)NCC2,0.34782608695652173,3.9318125247955322
Nc1ncc2c(n1)NCC2,c1ncc2c(n1)NCC2,0.5135135135135135,4.212160587310791
C[C@H]1CNc2cncnc2C1,c1ncc2c(n1)NCC2,0.37209302325581395,4.282887935638428
Nc1ncnc2c1CCN2,c1ncc2c(n1)NCC2,0.4358974358974359,4.302415370941162
Clc1ncc2c(n1)NCC2,c1ncc2c(n1)NCC2,0.5135135135135135,4.422647953033447
CC(C)CN1CCc2cncnc21,c1ncc2c(n1)NCC2,0.3617021276595745,4.714550018310547
c1ccc(-c2ncnc3c2CCN3)cc1,c1ncc2c(n1)NCC2,0.3333333333333333,4.783079624176025
Oc1ncnc2c1CCN2,c1ncc2c(n1)NCC2,0.4358974358974359,4.796988010406494
Brc1ncc2c(n1)NCC2,c1ncc2c(n1)NCC2,0.5135135135135135,4.832484722137451
C[C@@H]1CNc2cncnc2C1,c1ncc2c(n1)NCC2,0.37209302325581395,4.8364410400390625
Cc1ncc2c(n1)NCC2,c1ncc2c(n1)NCC2,0.5135135135135135,4.887982368469238
Ic1ncnc2c1CCN2,c1ncc2c(n1)NCC2,0.4358974358974359,4.894521236419678
C[C@H]1CNc2cncnc2N1,c1ncc2c(n1)NCC2,0.40476190476190477,4.919623374938965
c1ncc2c(n1)CCN2,c1ncc2c(n1)NCC2,0.5428571428571428,4.922815799713135
CNc1ncnc2c1CCN2,c1ncc2c(n1)NCC2,0.40476190476190477,4.952622890472412
CC[C@H]1Cc2cncnc2N1,c1ncc2c(n1)NCC2,0.43902439024390244,4.967639923095703
