SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,sim_to_lead,final_score,HYBRID receptor title,HYBRID receptor filename,HYBRID Chemgauss4 score,Dock Type,ID,ROMol
O=[N+]([O-])c1cc(C(F)(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,FC(F)c1cc(Cl)cc2[nH]c(NCC(F)(F)C(F)(F)F)nc12,0.5569620253164557,5.642877101898193,medsim,FC(F)c1cc(Cl)cc2[nH]c(NCC(F)(F)C(F)(F)F)nc12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.13392857142857142,15.345681,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-15.345681,Hybrid,MOL0033,<rdkit.Chem.rdchem.Mol object at 0x7f646f0b9d90>
Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,CCc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.803030303030303,1.5678220987319946,highsim,CCc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.15384615384615385,15.26624,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-15.26624,Hybrid,MOL0036,<rdkit.Chem.rdchem.Mol object at 0x7f646a874dd0>
FC(F)c1cc(Br)c2nc(NCC(F)(F)F)[nH]c2c1,Cc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,0.6721311475409836,4.093507766723633,highsim,Cc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.16494845360824742,15.178117,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-15.178117,Hybrid,MOL0042,<rdkit.Chem.rdchem.Mol object at 0x7f64678c8190>
Cc1cc(C2CC2)c2nc([C@H](O)C3CC3)[nH]c2c1,Cc1cc(C2CC2)c2nc(C(O)C3CC3)[nH]c2c1,1.0,2.603184700012207,highsim,Cc1cc(C2CC2)c2nc(C(O)C3CC3)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841), ('C1CC1', 70914), ('C1CC1', 70914)]",c1ccc2[nH]cnc2c1,43841,0.13131313131313133,15.117726,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-15.117726,Hybrid,MOL0034,<rdkit.Chem.rdchem.Mol object at 0x7f646f787d80>
OCc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,Cc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,0.75,4.558781147003174,highsim,Cc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.16,15.032,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-15.032,Hybrid,MOL0046,<rdkit.Chem.rdchem.Mol object at 0x7f64678c8dd0>
O=[N+]([O-])c1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,OCc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,0.6923076923076923,4.983119487762451,medsim,OCc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.14563106796116504,14.992918,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.992918,Hybrid,MOL0034,<rdkit.Chem.rdchem.Mol object at 0x7f646ae486d0>
N#Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,CCc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.7428571428571429,4.3403425216674805,mmp,CCc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.18269230769230768,14.939946,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.939946,Hybrid,MOL0096,<rdkit.Chem.rdchem.Mol object at 0x7f646a875a80>
CCc1cc(C#N)cc2[nH]c(NCC(F)(F)F)nc12,CCc1cc(C#N)cc2[nH]c(NC(C)(C)C(F)(F)F)nc12,0.6875,4.8383989334106445,medsim,CCc1cc(C#N)cc2[nH]c(NC(C)(C)C(F)(F)F)nc12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.22580645161290322,14.934464,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.934464,Hybrid,MOL0031,<rdkit.Chem.rdchem.Mol object at 0x7f63c6aea8f0>
FC(F)c1cc(Cl)cc2[nH]c(NCC(F)(F)C(F)(F)F)nc12,CCc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.7761194029850746,2.8147432804107666,highsim,CCc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.14285714285714285,14.912035,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.912035,Hybrid,MOL0038,<rdkit.Chem.rdchem.Mol object at 0x7f646a875070>
Cc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,OCc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,0.75,4.741337776184082,highsim,OCc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.16494845360824742,14.898928,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.898928,Hybrid,MOL0051,<rdkit.Chem.rdchem.Mol object at 0x7f646ae4ac00>
