SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,sim_to_lead,final_score,HYBRID receptor title,HYBRID receptor filename,HYBRID Chemgauss4 score,Dock Type,ID,ROMol
FC(F)c1cc(Br)c2nc(NCC(F)(F)F)[nH]c2c1,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.5352112676056338,3.359690427780152,highsim,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.16494845360824742,15.178117,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-15.178117,Hybrid,MOL0039,<rdkit.Chem.rdchem.Mol object at 0x7f646f0bb370>
Cc1cc(C2CC2)c2nc(C(O)C3CC3)[nH]c2c1,Cc1cc(C2CC2)c2nc([C@H](O)C3CC3)[nH]c2c1,1.0,4.3302764892578125,sim,Cc1cc(C2CC2)c2nc([C@H](O)C3CC3)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841), ('C1CC1', 70914), ('C1CC1', 70914)]",c1ccc2[nH]cnc2c1,43841,0.13131313131313133,15.117726,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-15.117726,Hybrid,MOL0009,<rdkit.Chem.rdchem.Mol object at 0x7f646f0bb290>
OCc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,Cc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,0.75,4.558781147003174,highsim,Cc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.16,15.032,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-15.032,Hybrid,MOL0046,<rdkit.Chem.rdchem.Mol object at 0x7f64678c83c0>
CCc1cc(C#N)cc2[nH]c(NCC(F)(F)F)nc12,CCc1cc(C#N)cc2[nH]c(NC(C)(C)C(F)(F)F)nc12,0.6875,4.8383989334106445,medsim,CCc1cc(C#N)cc2[nH]c(NC(C)(C)C(F)(F)F)nc12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.22580645161290322,14.934464,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.934464,Hybrid,MOL0031,<rdkit.Chem.rdchem.Mol object at 0x7f646ae49fc0>
FC(F)c1cc(Cl)cc2[nH]c(NCC(F)(F)C(F)(F)F)nc12,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.8125,3.171428680419922,highsim,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.14285714285714285,14.912035,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.912035,Hybrid,MOL0038,<rdkit.Chem.rdchem.Mol object at 0x7f646f0bbe60>
Cc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.7868852459016393,3.7915875911712646,mmp,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.16494845360824742,14.898928,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.898928,Hybrid,MOL0089,<rdkit.Chem.rdchem.Mol object at 0x7f646f0baea0>
CCc1cc(C#N)cc2[nH]c(NC(C)(C)C(F)(F)F)nc12,CCc1cc(C#N)cc2[nH]c(NCC(F)(F)F)nc12,0.6875,5.782036781311035,highsim,CCc1cc(C#N)cc2[nH]c(NCC(F)(F)F)nc12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.20408163265306123,14.882421,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.882421,Hybrid,MOL0050,<rdkit.Chem.rdchem.Mol object at 0x7f646a874970>
Cc1cc(C(F)(F)F)c2nc(NC3CCCC3)[nH]c2c1,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.3902439024390244,4.134247779846191,sim,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('C1CCCC1', 30433), ('c1ccc2[nH]cnc2c1', 43841)]",C1CCCC1,30433,0.1346153846153846,14.849274,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.849274,Hybrid,MOL0003,<rdkit.Chem.rdchem.Mol object at 0x7f646f0b98c0>
Fc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,CCc1cc(F)cc2[nH]c(NCC(F)(F)C(F)(F)F)nc12,0.7014925373134329,5.025742053985596,mmp,CCc1cc(F)cc2[nH]c(NCC(F)(F)C(F)(F)F)nc12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.14285714285714285,14.831727,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.831727,Hybrid,MOL0093,<rdkit.Chem.rdchem.Mol object at 0x7f646ae4a8f0>
CCc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.803030303030303,3.8147530555725098,highsim,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.16037735849056603,14.80496,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.80496,Hybrid,MOL0044,<rdkit.Chem.rdchem.Mol object at 0x7f646f0baf80>
