SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,sim_to_lead,final_score,HYBRID receptor title,HYBRID receptor filename,HYBRID Chemgauss4 score,Dock Type,ID,ROMol
O=[N+]([O-])c1cc(C(F)(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,CC(Nc1nc2c(C(F)(F)F)cc([N+](=O)[O-])cc2[nH]1)C(F)(F)F,0.6666666666666666,4.372369766235352,medsim,CC(Nc1nc2c(C(F)(F)F)cc([N+](=O)[O-])cc2[nH]1)C(F)(F)F,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.13392857142857142,15.345681,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-15.345681,Hybrid,MOL0029,<rdkit.Chem.rdchem.Mol object at 0x7f646a8742e0>
C[C@H](Nc1nc2c(C(F)(F)F)cc([N+](=O)[O-])cc2[nH]1)C(F)(F)F,O=[N+]([O-])c1cc(C(F)(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.6666666666666666,3.608017683029175,highsim,O=[N+]([O-])c1cc(C(F)(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.12962962962962962,15.327498,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-15.327498,Hybrid,MOL0038,<rdkit.Chem.rdchem.Mol object at 0x7f646f0b9a10>
CC(Nc1nc2c(C(F)(F)F)cc([N+](=O)[O-])cc2[nH]1)C(F)(F)F,O=[N+]([O-])c1cc(C(F)(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.6666666666666666,4.275803089141846,highsim,O=[N+]([O-])c1cc(C(F)(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.12962962962962962,15.327498,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-15.327498,Hybrid,MOL0043,<rdkit.Chem.rdchem.Mol object at 0x7f646f0b9fc0>
FC(F)c1cc(Br)c2nc(NCC(F)(F)F)[nH]c2c1,Cc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,0.6721311475409836,4.093507766723633,highsim,Cc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.16494845360824742,15.178117,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-15.178117,Hybrid,MOL0042,<rdkit.Chem.rdchem.Mol object at 0x7f6467ab77d0>
CC(Nc1nc2c(C(F)(F)F)cc(C#N)cc2[nH]1)C(F)(F)F,C[C@H](Nc1nc2c(C(F)(F)F)cc([N+](=O)[O-])cc2[nH]1)C(F)(F)F,0.7101449275362319,4.089293956756592,highsim,C[C@H](Nc1nc2c(C(F)(F)F)cc([N+](=O)[O-])cc2[nH]1)C(F)(F)F,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.17647058823529413,15.157166,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-15.157166,Hybrid,MOL0040,<rdkit.Chem.rdchem.Mol object at 0x7f64678c8740>
C[C@H](Nc1nc2c(C(F)(F)F)cc(C#N)cc2[nH]1)C(F)(F)F,C[C@H](Nc1nc2c(C(F)(F)F)cc([N+](=O)[O-])cc2[nH]1)C(F)(F)F,0.7101449275362319,4.109203815460205,highsim,C[C@H](Nc1nc2c(C(F)(F)F)cc([N+](=O)[O-])cc2[nH]1)C(F)(F)F,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.17647058823529413,15.157166,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-15.157166,Hybrid,MOL0042,<rdkit.Chem.rdchem.Mol object at 0x7f64678c8e40>
Cc1cc(C2CC2)c2nc(C(O)C3CC3)[nH]c2c1,Cc1cc(C2CC2)c2nc([C@H](O)C3CC3)[nH]c2c1,1.0,4.3302764892578125,sim,Cc1cc(C2CC2)c2nc([C@H](O)C3CC3)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841), ('C1CC1', 70914), ('C1CC1', 70914)]",c1ccc2[nH]cnc2c1,43841,0.13131313131313133,15.117726,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-15.117726,Hybrid,MOL0009,<rdkit.Chem.rdchem.Mol object at 0x7f646ae4a8f0>
OCc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,Cc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,0.75,4.558781147003174,highsim,Cc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.16,15.032,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-15.032,Hybrid,MOL0046,<rdkit.Chem.rdchem.Mol object at 0x7f6467ab6340>
CC1(CNc2nc3c(C(F)(F)F)cc(C#N)cc3[nH]2)CC1,C[C@H](Nc1nc2c(C(F)(F)F)cc(C#N)cc2[nH]1)C(F)(F)F,0.5753424657534246,4.761322021484375,mmp,C[C@H](Nc1nc2c(C(F)(F)F)cc(C#N)cc2[nH]1)C(F)(F)F,"[('c1ccc2[nH]cnc2c1', 43841), ('C1CC1', 70914)]",c1ccc2[nH]cnc2c1,43841,0.19,14.939842,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.939842,Hybrid,MOL0090,<rdkit.Chem.rdchem.Mol object at 0x7f646f785310>
Cc1cc(C(F)(F)F)c2nc(NC3CCCC3)[nH]c2c1,Cc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,0.4266666666666667,3.71206283569336,sim,Cc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,"[('C1CCCC1', 30433), ('c1ccc2[nH]cnc2c1', 43841)]",C1CCCC1,30433,0.1346153846153846,14.849274,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.849274,Hybrid,MOL0000,<rdkit.Chem.rdchem.Mol object at 0x7f6467ab4dd0>
