SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,sim_to_lead,final_score,HYBRID receptor title,HYBRID receptor filename,HYBRID Chemgauss4 score,Dock Type,ID,ROMol
Cc1cc(C2CC2)c2nc(C(O)C3CC3)[nH]c2c1,Cc1cc(Br)c2nc(C(O)C3CC3)[nH]c2c1,0.6785714285714286,5.114425182342529,highsim,Cc1cc(Br)c2nc(C(O)C3CC3)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841), ('C1CC1', 70914), ('C1CC1', 70914)]",c1ccc2[nH]cnc2c1,43841,0.13131313131313133,15.117726,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-15.117726,Hybrid,MOL0047,<rdkit.Chem.rdchem.Mol object at 0x7f646a875310>
CCc1cc(C#N)cc2[nH]c(NCC(F)(F)F)nc12,CCc1cc(F)cc2[nH]c(NCC(F)(F)F)nc12,0.7413793103448276,4.7959980964660645,highsim,CCc1cc(F)cc2[nH]c(NCC(F)(F)F)nc12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.22580645161290322,14.934464,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.934464,Hybrid,MOL0046,<rdkit.Chem.rdchem.Mol object at 0x7f64678cbbc0>
Fc1cc(C(F)F)c2nc(NCC(F)(F)F)[nH]c2c1,CCc1cc(F)cc2[nH]c(NCC(F)(F)F)nc12,0.6666666666666666,4.444625377655029,mmp,CCc1cc(F)cc2[nH]c(NCC(F)(F)F)nc12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.15306122448979592,14.806398,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.806398,Hybrid,MOL0083,<rdkit.Chem.rdchem.Mol object at 0x7f64678cb4c0>
CCc1cc(Cl)cc2[nH]c(NCC(F)(F)F)nc12,CCc1cc(F)cc2[nH]c(NCC(F)(F)F)nc12,0.7818181818181819,2.3233273029327397,highsim,CCc1cc(F)cc2[nH]c(NCC(F)(F)F)nc12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.18085106382978725,14.795711,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.795711,Hybrid,MOL0033,<rdkit.Chem.rdchem.Mol object at 0x7f64678ca570>
CCc1cc(C)cc2[nH]c(NCC(F)(F)C(F)(F)F)nc12,Cc1cc(Cl)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.7580645161290323,4.360650062561035,highsim,Cc1cc(Cl)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.16831683168316833,14.628145,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.628145,Hybrid,MOL0046,<rdkit.Chem.rdchem.Mol object at 0x7f63c6aeb370>
CCc1cc(C(F)(F)F)cc2[nH]c(NCC(F)(F)F)nc12,CCc1cc(C)cc2[nH]c(NCC(F)(F)F)nc12,0.6935483870967742,4.754176139831543,highsim,CCc1cc(C)cc2[nH]c(NCC(F)(F)F)nc12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.16831683168316833,14.590242,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.590242,Hybrid,MOL0047,<rdkit.Chem.rdchem.Mol object at 0x7f64678c8ac0>
CCc1cc(Br)cc2[nH]c(NCC(F)(F)F)nc12,CCc1cc(C)cc2[nH]c(NCC(F)(F)F)nc12,0.7818181818181819,4.454511642456055,highsim,CCc1cc(C)cc2[nH]c(NCC(F)(F)F)nc12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.18085106382978725,14.566526,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.566526,Hybrid,MOL0045,<rdkit.Chem.rdchem.Mol object at 0x7f64678c9af0>
Cc1cc(C(C)C)c2nc(NCC(F)(F)F)[nH]c2c1,CCc1cc(C)cc2[nH]c(NCC(F)(F)F)nc12,0.6949152542372882,5.062376022338867,highsim,CCc1cc(C)cc2[nH]c(NCC(F)(F)F)nc12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.16494845360824742,14.542761,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.542761,Hybrid,MOL0049,<rdkit.Chem.rdchem.Mol object at 0x7f64678c9000>
Cc1cc(Br)c2nc(C(O)C3CCC3)[nH]c2c1,Cc1cc(Br)c2nc(C(O)C3CC3)[nH]c2c1,0.8958333333333334,2.087444305419922,highsim,Cc1cc(Br)c2nc(C(O)C3CC3)[nH]c2c1,"[('C1CCC1', 12595), ('c1ccc2[nH]cnc2c1', 43841)]",C1CCC1,12595,0.13541666666666666,14.542632,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.542632,Hybrid,MOL0033,<rdkit.Chem.rdchem.Mol object at 0x7f646a874740>
CCc1cc(F)cc2[nH]c(NCC(F)(F)F)nc12,CCc1cc(C)cc2[nH]c(NCC(F)(F)F)nc12,0.7818181818181819,3.282643318176269,highsim,CCc1cc(C)cc2[nH]c(NCC(F)(F)F)nc12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.18085106382978725,14.537344,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.537344,Hybrid,MOL0040,<rdkit.Chem.rdchem.Mol object at 0x7f64678cbdf0>
