,SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,sim_to_lead,final_score,HYBRID receptor title,HYBRID receptor filename,HYBRID Chemgauss4 score,Dock Type,ID,ROMol
0,Clc1ccc2[nH]c(NC3CCC3)nc2c1,Clc1cccc2[nH]c(NC3CCC3)nc12,0.6226415094339622,3.1302361488342285,sim,Clc1cccc2[nH]c(NC3CCC3)nc12,"[('C1CCC1', 12595), ('c1ccc2[nH]cnc2c1', 43841)]",C1CCC1,12595,0.15384615384615385,11.150401,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-11.150401,Hybrid,MOL0000,<rdkit.Chem.rdchem.Mol object at 0x7f64678c9a80>
1,Clc1ccc2[nH]c(NC3CCCC3)nc2c1,Clc1cccc2[nH]c(NC3CCC3)nc12,0.5517241379310345,3.132622241973877,sim,Clc1cccc2[nH]c(NC3CCC3)nc12,"[('C1CCCC1', 30433), ('c1ccc2[nH]cnc2c1', 43841)]",C1CCCC1,30433,0.14736842105263157,11.777636,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-11.777636,Hybrid,MOL0001,<rdkit.Chem.rdchem.Mol object at 0x7f64678cbbc0>
2,c1ccc2[nH]c(NC3CCCC3)nc2c1,Clc1cccc2[nH]c(NC3CCC3)nc12,0.543859649122807,3.336519241333008,sim,Clc1cccc2[nH]c(NC3CCC3)nc12,"[('C1CCCC1', 30433), ('c1ccc2[nH]cnc2c1', 43841)]",C1CCCC1,30433,0.18888888888888888,12.415175,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-12.415175,Hybrid,MOL0002,<rdkit.Chem.rdchem.Mol object at 0x7f64678c8c10>
3,c1ccc2[nH]c(NC3CCC3)nc2c1,Clc1cccc2[nH]c(NC3CCC3)nc12,0.6153846153846154,3.469395637512207,sim,Clc1cccc2[nH]c(NC3CCC3)nc12,"[('C1CCC1', 12595), ('c1ccc2[nH]cnc2c1', 43841)]",C1CCC1,12595,0.19767441860465115,13.219346,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-13.219346,Hybrid,MOL0003,<rdkit.Chem.rdchem.Mol object at 0x7f64678c94d0>
4,O=[N+]([O-])c1ccc2[nH]c(NC3CCC3)nc2c1,Clc1cccc2[nH]c(NC3CCC3)nc12,0.5166666666666667,3.481631278991699,sim,Clc1cccc2[nH]c(NC3CCC3)nc12,"[('C1CCC1', 12595), ('c1ccc2[nH]cnc2c1', 43841)]",C1CCC1,12595,0.14583333333333334,10.496902,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-10.496902,Hybrid,MOL0004,<rdkit.Chem.rdchem.Mol object at 0x7f64678c84a0>
5,c1ccc2[nH]c(NC3CCCCC3)nc2c1,Clc1cccc2[nH]c(NC3CCC3)nc12,0.5166666666666667,3.5098934173583984,sim,Clc1cccc2[nH]c(NC3CCC3)nc12,"[('c1ccc2[nH]cnc2c1', 43841), ('C1CCCCC1', 77480)]",c1ccc2[nH]cnc2c1,43841,0.1827956989247312,11.57966,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-11.57966,Hybrid,MOL0005,<rdkit.Chem.rdchem.Mol object at 0x7f64678c8ac0>
6,Clc1ccc2[nH]c(NC3CCCCC3)nc2c1,Clc1cccc2[nH]c(NC3CCC3)nc12,0.5245901639344263,3.965583086013794,sim,Clc1cccc2[nH]c(NC3CCC3)nc12,"[('c1ccc2[nH]cnc2c1', 43841), ('C1CCCCC1', 77480)]",c1ccc2[nH]cnc2c1,43841,0.14285714285714285,10.091688,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-10.091688,Hybrid,MOL0006,<rdkit.Chem.rdchem.Mol object at 0x7f64678c9540>
7,CNc1nc2c(Cl)cccc2[nH]1,Clc1cccc2[nH]c(NC3CCC3)nc12,0.6041666666666666,4.049285888671875,sim,Clc1cccc2[nH]c(NC3CCC3)nc12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.18518518518518517,11.849236,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-11.849236,Hybrid,MOL0007,<rdkit.Chem.rdchem.Mol object at 0x7f64678ca570>
8,CCCNc1nc2c(Cl)cccc2[nH]1,Clc1cccc2[nH]c(NC3CCC3)nc12,0.5370370370370371,4.0652289390563965,sim,Clc1cccc2[nH]c(NC3CCC3)nc12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.1724137931034483,12.557667,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-12.557667,Hybrid,MOL0008,<rdkit.Chem.rdchem.Mol object at 0x7f64678cadc0>
9,Clc1cccc2[nH]c(NC3CCCC3)nc12,Clc1cccc2[nH]c(NC3CCC3)nc12,0.875,4.103832721710205,sim,Clc1cccc2[nH]c(NC3CCC3)nc12,"[('C1CCCC1', 30433), ('c1ccc2[nH]cnc2c1', 43841)]",C1CCCC1,30433,0.13541666666666666,12.766983,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-12.766983,Hybrid,MOL0009,<rdkit.Chem.rdchem.Mol object at 0x7f64678c8430>
