SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,sim_to_lead,final_score,HYBRID receptor title,HYBRID receptor filename,HYBRID Chemgauss4 score,Dock Type,ID,ROMol
Nc1nc2cccc(Cl)c2n1C1CCCC1,Cn1c(N)nc2cccc(Cl)c21,0.5192307692307693,5.346927642822266,medsim,Cn1c(N)nc2cccc(Cl)c12,"[('C1CCCC1', 30433), ('c1ccc2[nH]cnc2c1', 43841)]",C1CCCC1,30433,0.21348314606741572,10.881176,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-10.881176,Hybrid,MOL0027,<rdkit.Chem.rdchem.Mol object at 0x7f646af5ab20>
FC(F)(F)c1nc2ccccc2[nH]1,Cn1c(N)nc2cccc(Cl)c21,0.2321428571428571,3.8686044216156006,genscaffold,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.1951219512195122,10.591326,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-10.591326,Hybrid,MOL0058,<rdkit.Chem.rdchem.Mol object at 0x7f646af5bf40>
Nc1nc2cc(Cl)c(Cl)cc2[nH]1,Cn1c(N)nc2cccc(Cl)c21,0.2692307692307692,3.874129295349121,genscaffold,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.1728395061728395,10.380106,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-10.380106,Hybrid,MOL0059,<rdkit.Chem.rdchem.Mol object at 0x7f646af5ace0>
Nc1nc2cccc(Cl)c2n1CC1CC1,Cn1c(N)nc2cccc(Cl)c21,0.5625,5.32367753982544,medsim,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841), ('C1CC1', 70914)]",c1ccc2[nH]cnc2c1,43841,0.23809523809523808,10.212139,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-10.212139,Hybrid,MOL0026,<rdkit.Chem.rdchem.Mol object at 0x7f646af5b290>
Nc1nc2ccc(Cl)cc2[nH]1,Cn1c(N)nc2cccc(Cl)c21,0.3333333333333333,3.04079270362854,genscaffold,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.19230769230769232,10.07065,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-10.07065,Hybrid,MOL0048,<rdkit.Chem.rdchem.Mol object at 0x7f646af5a3b0>
Cc1nc2ccccc2[nH]1,Cn1c(N)nc2cccc(Cl)c21,0.2916666666666667,3.831110000610352,genscaffold,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.22972972972972974,10.024488,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-10.024488,Hybrid,MOL0056,<rdkit.Chem.rdchem.Mol object at 0x7f646af580b0>
Nc1nc2cccc(Cl)c2[nH]1,Cn1c(N)nc2cccc(Cl)c21,0.4883720930232558,2.536393642425537,mmp,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.2077922077922078,10.00534,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-10.00534,Hybrid,MOL0065,<rdkit.Chem.rdchem.Mol object at 0x7f646af599a0>
FC(F)(F)c1nc2cc(Br)c(Br)cc2[nH]1,Cn1c(N)nc2cccc(Cl)c21,0.140625,4.109421730041504,genscaffold,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.13333333333333333,9.841388,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-9.841388,Hybrid,MOL0061,<rdkit.Chem.rdchem.Mol object at 0x7f646af5ac70>
Cn1c(C(F)(F)F)nc2cccc(Cl)c21,Cn1c(N)nc2cccc(Cl)c21,0.5869565217391305,4.032143592834473,mmp,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.21428571428571427,9.841108,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-9.841108,Hybrid,MOL0071,<rdkit.Chem.rdchem.Mol object at 0x7f646af58b30>
FC(F)(F)c1nc2cc(Br)ccc2[nH]1,Cn1c(N)nc2cccc(Cl)c21,0.2033898305084746,3.4271605014801025,genscaffold,Cn1c(N)nc2cccc(Cl)c12,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.14942528735632185,9.7459,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-9.7459,Hybrid,MOL0051,<rdkit.Chem.rdchem.Mol object at 0x7f646af5b5a0>
