SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,sim_to_lead,final_score,HYBRID receptor title,HYBRID receptor filename,HYBRID Chemgauss4 score,Dock Type,ID,ROMol
FC(F)(F)C(F)(F)c1nc2ccccc2[nH]1,FC(F)(F)c1nc2ccccc2[nH]1,0.717391304347826,1.8566367626190183,highsim,FC(F)(F)c1nc2ccccc2[nH]1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.1797752808988764,12.692038,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-12.692038,Hybrid,MOL0026,<rdkit.Chem.rdchem.Mol object at 0x7f646af58a50>
FC(F)(F)Cc1nc2ccccc2[nH]1,FC(F)(F)c1nc2ccccc2[nH]1,0.6666666666666666,4.328119277954102,highsim,FC(F)(F)c1nc2ccccc2[nH]1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.20238095238095238,12.683496,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-12.683496,Hybrid,MOL0032,<rdkit.Chem.rdchem.Mol object at 0x7f646af59b60>
Clc1cc2nc(NC3CC3)[nH]c2cc1Cl,Nc1nc2cc(Cl)c(Cl)cc2[nH]1,0.6923076923076923,4.42750358581543,highsim,Nc1nc2cc(Cl)c(Cl)cc2[nH]1,"[('c1ccc2[nH]cnc2c1', 43841), ('C1CC1', 70914)]",c1ccc2[nH]cnc2c1,43841,0.14285714285714285,12.59541,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-12.59541,Hybrid,MOL0036,<rdkit.Chem.rdchem.Mol object at 0x7f646f784ac0>
CCc1nc2ccccc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Nc1nc2cccc(Cl)c2n1C1CCCC1,0.1860465116279069,4.114309310913086,genscaffold,Nc1nc2cccc(Cl)c2n1C1CCCC1,"[('c1ccc2[nH]cnc2c1', 43841), ('C1CCOC1', 47269)]",c1ccc2[nH]cnc2c1,43841,0.1919191919191919,12.40122,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-12.40122,Hybrid,MOL0060,<rdkit.Chem.rdchem.Mol object at 0x7f646f785af0>
c1ccc2[nH]c(-c3ccsc3)nc2c1,Cc1nc2ccccc2[nH]1,0.4791666666666667,3.7924511432647705,medsim,Cc1nc2ccccc2[nH]1,"[('c1ccc2[nH]cnc2c1', 43841), ('c1ccsc1', 68146)]",c1ccc2[nH]cnc2c1,43841,0.2235294117647059,12.106452,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-12.106452,Hybrid,MOL0020,<rdkit.Chem.rdchem.Mol object at 0x7f646af59a10>
Nc1nc2ccc(F)cc2n1C1CCCC1,Nc1nc2cccc(Cl)c2n1C1CCCC1,0.5862068965517241,4.484220027923584,genscaffold,Nc1nc2cccc(Cl)c2n1C1CCCC1,"[('C1CCCC1', 30433), ('c1ccc2[nH]cnc2c1', 43841)]",C1CCCC1,30433,0.2,12.058897,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-12.058897,Hybrid,MOL0063,<rdkit.Chem.rdchem.Mol object at 0x7f646f785cb0>
CNc1nc2cc(Cl)c(Cl)cc2[nH]1,Nc1nc2cc(Cl)c(Cl)cc2[nH]1,0.6428571428571429,3.969722032546997,sim,Nc1nc2cc(Cl)c(Cl)cc2[nH]1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.18072289156626506,11.997446,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-11.997446,Hybrid,MOL0010,<rdkit.Chem.rdchem.Mol object at 0x7f646f7876f0>
Cc1nc2ccccc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Nc1nc2cccc(Cl)c2n1C1CCCC1,0.1927710843373494,4.569182872772217,genscaffold,Nc1nc2cccc(Cl)c2n1C1CCCC1,"[('c1ccc2[nH]cnc2c1', 43841), ('C1CCOC1', 47269)]",c1ccc2[nH]cnc2c1,43841,0.19791666666666666,11.921625,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-11.921625,Hybrid,MOL0064,<rdkit.Chem.rdchem.Mol object at 0x7f646f786960>
FC(F)(F)CNc1nc2cc(Cl)c(Cl)cc2[nH]1,Nc1nc2cc(Cl)c(Cl)cc2[nH]1,0.5192307692307693,3.786677122116089,mmp,Nc1nc2cc(Cl)c(Cl)cc2[nH]1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.16129032258064516,11.851055,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-11.851055,Hybrid,MOL0069,<rdkit.Chem.rdchem.Mol object at 0x7f646f785a10>
FC(F)(F)c1nc2c(Br)cc(Br)cc2[nH]1,FC(F)(F)c1nc2ccccc2[nH]1,0.4074074074074074,3.8140652179718018,genscaffold,FC(F)(F)c1nc2ccccc2[nH]1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.13333333333333333,11.825826,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-11.825826,Hybrid,MOL0061,<rdkit.Chem.rdchem.Mol object at 0x7f646af58ac0>
