,SMILES,Input_SMILES,Tanimoto,NLL,prior,predecessor,ring_systems,min_ring,min_freq,sim_to_lead,final_score,HYBRID receptor title,HYBRID receptor filename,HYBRID Chemgauss4 score,Dock Type,ID,ROMol
0,Cc1cc(Cl)c2nc(NCC(F)(F)F)[nH]c2c1,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.5522388059701493,3.745288848876953,sim,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.17391304347826086,13.933552,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-13.933552,Hybrid,MOL0000,<rdkit.Chem.rdchem.Mol object at 0x7f646f0b9150>
1,FC(F)(F)CNc1nc2c(C(F)(F)F)cc(Cl)cc2[nH]1,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.5205479452054794,4.009348392486572,sim,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.15,14.199871,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.199871,Hybrid,MOL0001,<rdkit.Chem.rdchem.Mol object at 0x7f646f0b9d20>
2,FC(F)(F)CNc1nc2c(C(F)(F)F)cccc2[nH]1,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.4533333333333333,4.106305599212647,sim,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.16494845360824742,13.239291,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-13.239291,Hybrid,MOL0002,<rdkit.Chem.rdchem.Mol object at 0x7f646f0ba420>
3,Cc1cc(C(F)(F)F)c2nc(NC3CCCC3)[nH]c2c1,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.3902439024390244,4.134247779846191,sim,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('C1CCCC1', 30433), ('c1ccc2[nH]cnc2c1', 43841)]",C1CCCC1,30433,0.1346153846153846,14.849274,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.849274,Hybrid,MOL0003,<rdkit.Chem.rdchem.Mol object at 0x7f646f0b98c0>
4,CCCNc1nc2c(C(F)(F)F)cc(C)cc2[nH]1,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.4861111111111111,4.1417436599731445,sim,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.15625,13.59009,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-13.59009,Hybrid,MOL0004,<rdkit.Chem.rdchem.Mol object at 0x7f646f0bb840>
5,FC(F)(F)CNc1nc2c(Cl)cc(Cl)cc2[nH]1,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.4444444444444444,4.165419578552246,sim,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.16129032258064516,14.106841,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-14.106841,Hybrid,MOL0005,<rdkit.Chem.rdchem.Mol object at 0x7f646f0b9af0>
6,Cc1cc(C(F)(F)F)c2nc(NC3CCCCC3)[nH]c2c1,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.3764705882352941,4.243012428283691,sim,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841), ('C1CCCCC1', 77480)]",c1ccc2[nH]cnc2c1,43841,0.1308411214953271,12.836129,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-12.836129,Hybrid,MOL0006,<rdkit.Chem.rdchem.Mol object at 0x7f646f0ba6c0>
7,FC(F)(F)CNc1nc2c(Cl)cccc2[nH]1,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.3783783783783784,4.264936923980713,sim,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.16483516483516483,13.13932,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-13.13932,Hybrid,MOL0007,<rdkit.Chem.rdchem.Mol object at 0x7f646f0b8820>
8,CCC(C)Nc1nc2c(C(F)(F)F)cc(C)cc2[nH]1,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.4533333333333333,4.29389238357544,sim,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.15306122448979592,13.167832,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-13.167832,Hybrid,MOL0008,<rdkit.Chem.rdchem.Mol object at 0x7f646f0b83c0>
9,FC(F)(F)CNc1nc2c(C(F)(F)F)cc(Br)cc2[nH]1,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,0.5205479452054794,4.307990074157715,sim,Cc1cc(C(F)F)c2nc(NCC(F)(F)C(F)(F)F)[nH]c2c1,"[('c1ccc2[nH]cnc2c1', 43841)]",c1ccc2[nH]cnc2c1,43841,0.15,13.963008,7_FRAG(AB) > MTA(A-802),data/docking/pairs/7_frag.oedu,-13.963008,Hybrid,MOL0009,<rdkit.Chem.rdchem.Mol object at 0x7f646f0b9ee0>
